#,Name,Team,IP,wFA/C,wFC/C,wFS/C,wSI/C,wCH/C,wSL/C,wCU/C,wCS/C,wKN/C,wSB/C,Year,YearDate
329,Mike Clevinger,SDP,114.1,0.20,0.28, ,2.00,-1.57,-1.47,-1.70, , , ,2022.0,2022-01-01
330,Kevin Ginkel,ARI,29.1,0.20, , , ,-4.77,1.29, , , , ,2022.0,2022-01-01
331,Marco Gonzales,SEA,183.0,0.19,-1.70, ,-1.49,-0.37, ,0.20, , , ,2022.0,2022-01-01
332,Ryan Burr,CHW,9.0,0.19, , ,4.60, ,-3.66,-0.49, , , ,2022.0,2022-01-01
333,Jeffrey Springs,TBR,135.1,0.18, , , ,1.43,1.02, , , , ,2022.0,2022-01-01
334,Blake Snell,SDP,128.0,0.17, , , ,-1.54,1.97,-0.21, , , ,2022.0,2022-01-01
335,Logan Webb,SFG,192.1,0.17,-40.41, ,0.53,1.35,0.34, , , , ,2022.0,2022-01-01
336,Kyle Freeland,COL,174.2,0.16,-0.16, ,-0.83,-2.71,-0.87, , , , ,2022.0,2022-01-01
337,Craig Kimbrel,LAD,60.0,0.16, , , , ,-1.41,0.66, , , ,2022.0,2022-01-01
338,Nick Pivetta,BOS,179.2,0.16, ,-10.08, , ,1.12,-1.68, , , ,2022.0,2022-01-01
339,Tyler Gilbert,ARI,34.1,0.15,-0.68, ,-1.68,2.97, ,-1.51, , , ,2022.0,2022-01-01
340,Griffin Jax,MIN,72.1,0.15, , , ,1.10,1.86,-0.82, , , ,2022.0,2022-01-01
341,Angel Zerpa,KCR,11.0,0.14, , ,2.61,4.99,-0.33, , , , ,2022.0,2022-01-01
342,Reed Garrett,WSN,9.1,0.14, ,-1.15,-6.17, ,-2.88, , , , ,2022.0,2022-01-01
343,Luke Bard,- - -,15.0,0.14,1.52, , ,-7.10,3.32, , , , ,2022.0,2022-01-01
344,Tanner Rainey,WSN,30.0,0.13, , , ,5.28,0.49, , , , ,2022.0,2022-01-01
345,Steven Wilson,SDP,53.0,0.12, , , ,-3.06,2.04, , , , ,2022.0,2022-01-01
346,Brandon Bielak,HOU,12.1,0.12, , ,-3.06,4.46,0.82,-0.70, , , ,2022.0,2022-01-01
347,Dylan Cease,CHW,184.0,0.12, ,-5.13, , ,2.63,-1.18, , , ,2022.0,2022-01-01
348,Ian Kennedy,ARI,50.1,0.10,-15.83,-3.88, ,-15.37,-3.89,-6.65, , , ,2022.0,2022-01-01
349,Jared Koenig,OAK,39.1,0.10,-0.67, , ,-3.38, ,-0.07, , , ,2022.0,2022-01-01
350,Framber Valdez,HOU,201.1,0.10, , ,0.50,1.56,2.91,1.07, , , ,2022.0,2022-01-01
351,Jake Hager,ARI,2.1,0.10, , , , , , , , , ,2022.0,2022-01-01
352,Anthony Kay,TOR,2.0,0.09, , , , ,-4.66,-15.98, , , ,2022.0,2022-01-01
353,Kevin Gausman,TOR,174.2,0.09, ,0.86, ,-2.14,-1.07, , , , ,2022.0,2022-01-01
354,Dylan Bundy,MIN,140.0,0.08, ,-1.20,-2.02, ,-1.32,1.31, , , ,2022.0,2022-01-01
355,Tony Gonsolin,LAD,130.1,0.08, ,3.09, , ,2.10,1.90, , , ,2022.0,2022-01-01
356,Lucas Gilbreath,COL,43.0,0.06, ,-1.91, ,-2.56,0.42, , , , ,2022.0,2022-01-01
357,Tommy Milone,SEA,16.2,0.06,3.07, , ,-2.05,4.42,-3.32, , , ,2022.0,2022-01-01
358,Konnor Pilkington,CLE,58.0,0.04, , , ,-1.01,-0.65,0.69, , , ,2022.0,2022-01-01
359,Luis Cessa,CIN,80.2,0.04, , ,0.42,-0.28,-0.43, , , , ,2022.0,2022-01-01
360,Ryan Tepera,LAA,57.1,0.03,1.26,-1.34,3.36, ,0.88, , , , ,2022.0,2022-01-01
361,Manuel Rodriguez,CHC,13.2,0.02, , ,2.21,-10.84,-0.81, , , , ,2022.0,2022-01-01
362,Aaron Sanchez,- - -,60.0,0.01, , ,-1.14,1.57, ,-2.02, , , ,2022.0,2022-01-01
363,Shohei Ohtani,LAA,166.0,0.00,0.87,0.95,0.79,-1.56,2.62,-0.80, , , ,2022.0,2022-01-01
364,T.J. Zeuch,CIN,10.2,0.00,-2.41, ,-6.68,-5.72,-1.47, , , , ,2022.0,2022-01-01
365,Jake Odorizzi,- - -,106.1,0.00,0.50,-0.17,1.05, ,-0.39,-1.81, , , ,2022.0,2022-01-01
366,Reyes Moronta,- - -,37.2,-0.01, , , ,0.30,0.70, , , , ,2022.0,2022-01-01
367,Shane Bieber,CLE,200.0,-0.03,2.01, , ,-0.34,1.71,1.08, , , ,2022.0,2022-01-01
368,Jordan Weems,WSN,39.2,-0.04, ,-0.72, , ,0.13, , , , ,2022.0,2022-01-01
369,Gregory Soto,DET,60.1,-0.05, , ,1.81,3.52,-2.25, , , , ,2022.0,2022-01-01
370,Beau Brieske,DET,81.2,-0.05, , ,1.69,1.92,-0.70,-8.96, , , ,2022.0,2022-01-01
371,Phil Maton,HOU,65.2,-0.07, , ,2.91, ,-1.58,0.38, , , ,2022.0,2022-01-01
372,Zach Thompson,PIT,121.2,-0.07,-0.77, ,1.03,-4.83, ,-0.42, , , ,2022.0,2022-01-01
373,Glenn Otto,TEX,135.2,-0.07,0.42, ,0.60,0.01,-0.55,-1.48, , , ,2022.0,2022-01-01
374,Sam Hentges,CLE,62.0,-0.08, , ,2.32, ,1.65,2.73, , , ,2022.0,2022-01-01
375,Gavin Hollowell,COL,7.0,-0.09,4.74, ,-4.44,-0.80,1.44, , , , ,2022.0,2022-01-01
376,Andrew Heaney,LAD,72.2,-0.09, , , ,-4.91,0.64, , , , ,2022.0,2022-01-01
377,Will Vest,DET,63.0,-0.10, , ,-10.60,0.69,0.33, , , , ,2022.0,2022-01-01
378,Phil Bickford,LAD,61.0,-0.11, , , , ,0.19, , , , ,2022.0,2022-01-01
379,Hanser Alberto,LAD,11.0,-0.12, , , ,-3.65, , , , , ,2022.0,2022-01-01
380,Ryan Yarbrough,TBR,80.0,-0.12,-1.41, , ,-0.97,-0.46, , , , ,2022.0,2022-01-01
381,Kirby Snead,OAK,44.2,-0.13, , ,-0.93,-3.38,-1.62, , , , ,2022.0,2022-01-01
382,Caleb Kilian,CHC,11.1,-0.14,0.79, ,-2.01, , ,-0.07, , , ,2022.0,2022-01-01
383,Rowan Wick,CHC,64.0,-0.15,-3.66,-3.65, ,-38.41,-4.10,-1.34, , , ,2022.0,2022-01-01
384,Bryan Abreu,HOU,60.1,-0.15, , ,5.41,7.39,2.13,2.87, , , ,2022.0,2022-01-01
385,Chi Chi Gonzalez,- - -,23.0,-0.15,7.04, ,-5.10,-3.01,0.57, , , , ,2022.0,2022-01-01
386,Yunior Marte,SFG,48.0,-0.15, , ,0.21,-5.82,-0.80, , , , ,2022.0,2022-01-01
387,Nick Vespi,BAL,26.1,-0.16, , , , ,-1.51,0.11, , , ,2022.0,2022-01-01
388,Jameson Taillon,NYY,177.1,-0.17,-0.20, ,-0.06,-2.02,0.37,1.20, , , ,2022.0,2022-01-01
389,Mychal Givens,- - -,61.1,-0.18, , , ,-0.88,0.61, , , , ,2022.0,2022-01-01
390,Daniel Norris,- - -,58.2,-0.18, , ,-1.78,1.91,-1.27,-2.01, , , ,2022.0,2022-01-01
391,Mitch Keller,PIT,159.0,-0.20, , ,1.18,-2.47,0.67,-1.40, , , ,2022.0,2022-01-01
392,Sandy Alcantara,MIA,228.2,-0.21, , ,1.34,2.73,0.50,-3.19, , , ,2022.0,2022-01-01
393,Anderson Espinoza,CHC,18.1,-0.21, , , ,-14.03,-2.07,-0.51, , , ,2022.0,2022-01-01
394,Tanner Houck,BOS,60.0,-0.21, ,0.27,1.96, ,1.59, , , , ,2022.0,2022-01-01
395,Tyler Alexander,DET,101.0,-0.22,-0.10, ,-0.88,-1.92,1.02, , , , ,2022.0,2022-01-01
396,Zack Littell,SFG,44.1,-0.22, ,-0.37, , ,-1.29, , , , ,2022.0,2022-01-01
397,A.J. Puk,OAK,66.1,-0.23, , ,0.83,2.76,1.26, , , , ,2022.0,2022-01-01
398,Miguel Sanchez,MIL,13.1,-0.23, , , ,-1.59,1.32, , , , ,2022.0,2022-01-01
399,Nick Wittgren,STL,29.0,-0.23,1.87, ,-3.21,-0.86,-3.61, , , , ,2022.0,2022-01-01
400,Hirokazu Sawamura,BOS,50.2,-0.23, ,1.08, , ,1.09, , , , ,2022.0,2022-01-01
401,Michael Grove,LAD,29.1,-0.23, , , , ,-2.89,-3.51,-1.02, , ,2022.0,2022-01-01
402,Sean Newcomb,- - -,27.2,-0.24,-2.86, , ,18.90,-22.00,-3.73, , , ,2022.0,2022-01-01
403,Taijuan Walker,NYM,157.1,-0.25,-0.95,2.17,0.47, ,-0.52,0.42, , , ,2022.0,2022-01-01
404,Michael King,NYY,51.0,-0.25, , ,2.43,4.23,1.64, , , , ,2022.0,2022-01-01
405,Sam Selman,OAK,18.1,-0.26, , ,9.49, ,-0.42, , , , ,2022.0,2022-01-01
406,Dakota Hudson,STL,139.2,-0.29,0.88, ,-0.04,-2.13,-0.47, , , , ,2022.0,2022-01-01
407,Tyler Wells,BAL,103.2,-0.29, , , ,1.27,0.25,-1.15, , , ,2022.0,2022-01-01
408,Brad Hand,PHI,45.0,-0.29, , ,3.20, ,-0.57, , , , ,2022.0,2022-01-01
409,Tanner Scott,MIA,62.2,-0.30, , , , ,-0.02, , , , ,2022.0,2022-01-01
410,Garrett Cleavinger,- - -,23.0,-0.31, , ,1.67,4.76,2.30,-0.27, , , ,2022.0,2022-01-01
411,Anibal Sanchez,WSN,69.1,-0.32,1.26,-3.45,0.31,0.17,-1.35,-0.92, , , ,2022.0,2022-01-01
412,Jake McGee,- - -,37.0,-0.33, , , , ,-1.91, , , , ,2022.0,2022-01-01
413,Luis Gil,NYY,4.0,-0.35, , , ,-0.55,-1.72, , , , ,2022.0,2022-01-01
414,Tony Santillan,CIN,19.2,-0.35, , , , ,-1.31, , , , ,2022.0,2022-01-01
415,Brad Keller,KCR,139.2,-0.36, , ,-1.74,1.21,-0.21, , , , ,2022.0,2022-01-01
416,Foster Griffin,- - -,6.1,-0.36,-4.48, , ,-1.56, ,1.75, , , ,2022.0,2022-01-01
417,Bryan Shaw,CLE,58.1,-0.36,1.10,6.22,-0.33,-0.59,-0.37,-6.19, , , ,2022.0,2022-01-01
418,Lucas Giolito,CHW,161.2,-0.37, , , ,-0.19,-0.85,-1.49, , , ,2022.0,2022-01-01
419,Taylor Clarke,KCR,49.0,-0.37, , , ,-0.95,1.28, , , , ,2022.0,2022-01-01
420,Robert Dugger,- - -,16.0,-0.38, , ,0.44,-6.29,-1.82,0.70, , , ,2022.0,2022-01-01
421,Brandon Hughes,CHC,57.2,-0.39, , ,9.12,-2.48,0.65, , , , ,2022.0,2022-01-01
422,Aroldis Chapman,NYY,36.1,-0.39, ,0.55,2.87, ,-0.21, , , , ,2022.0,2022-01-01
423,James Naile,STL,9.0,-0.39,1.16, ,2.07,-13.56, ,3.30, , , ,2022.0,2022-01-01
424,Daulton Jefferies,OAK,39.1,-0.40,-2.23, ,0.77,1.59,-3.80, , , , ,2022.0,2022-01-01
425,Jeff Hoffman,CIN,44.2,-0.42, ,-0.03, , ,-1.02, , , , ,2022.0,2022-01-01
426,Luis Garcia,HOU,157.1,-0.42,1.42, ,-8.88,1.13,0.29,0.46, , , ,2022.0,2022-01-01
427,Ian Anderson,ATL,111.2,-0.42, , , ,0.25, ,-1.31, , , ,2022.0,2022-01-01
428,Kenny Rosenberg,LAA,10.2,-0.42, , , ,2.82,-2.93,-2.54, , , ,2022.0,2022-01-01
429,Jordan Lyles,BAL,179.0,-0.43, , ,-0.74,-2.18,0.18,-0.07, , , ,2022.0,2022-01-01
430,Mike Baumann,BAL,34.1,-0.44, , , ,-0.68,1.44,-3.86, , , ,2022.0,2022-01-01
431,Jorge Alcala,MIN,2.1,-0.45, , ,5.22,-1.07,0.02, , , , ,2022.0,2022-01-01
432,Ethan Roberts,CHC,7.2,-0.45, , , , ,-4.19,-19.23, , , ,2022.0,2022-01-01
433,Keegan Thompson,CHC,115.0,-0.45,0.37, ,2.58,0.63,1.21,-0.71, , , ,2022.0,2022-01-01
434,Archie Bradley,LAA,18.2,-0.45, , ,2.21,0.88,-0.45,1.59, , , ,2022.0,2022-01-01
435,Hunter Strickland,CIN,62.1,-0.46, , ,0.14,-2.73,-0.69, , , , ,2022.0,2022-01-01
436,Hansel Robles,BOS,24.2,-0.47, , , ,-0.44,-1.75, , , , ,2022.0,2022-01-01
437,Mitch White,- - -,99.0,-0.48, , ,-1.56,0.53,-0.17,-0.68, , , ,2022.0,2022-01-01
438,Roenis Elias,SEA,7.2,-0.48, , ,-11.07,1.91, ,-0.34, , , ,2022.0,2022-01-01
439,Kevin Herget,TBR,7.0,-0.48,-3.61, , ,1.01, , , , , ,2022.0,2022-01-01
440,Austin Voth,- - -,101.2,-0.48,-0.86, , ,1.73,1.39,-0.26, , , ,2022.0,2022-01-01
441,Gregory Santos,SFG,3.2,-0.49, , , , ,0.36, , , , ,2022.0,2022-01-01
442,Nabil Crismatt,SDP,67.1,-0.49,-10.60, ,0.72,1.80,5.12,-0.25, , , ,2022.0,2022-01-01
443,Scott Barlow,KCR,74.1,-0.50, , ,-11.93, ,1.67,2.30, , , ,2022.0,2022-01-01
444,Kyle Dowdy,CIN,6.1,-0.50,-1.33, , , ,0.89,7.78, , , ,2022.0,2022-01-01
445,Sam Coonrod,PHI,12.2,-0.51, , ,-2.29,0.99,0.51, , , , ,2022.0,2022-01-01
446,Chasen Shreve,NYM,26.1,-0.51, ,0.17, , , ,-1.56, , , ,2022.0,2022-01-01
447,James Kaprielian,OAK,134.0,-0.53, , ,3.13,-2.52,0.33,0.40, , , ,2022.0,2022-01-01
448,Wily Peralta,DET,38.1,-0.53, ,-1.12,1.36, ,1.54, , , , ,2022.0,2022-01-01
449,Tarik Skubal,DET,117.2,-0.54, , ,1.32,1.29,1.16,-2.74, , , ,2022.0,2022-01-01
450,Jason Alexander,MIL,71.2,-0.54, , ,-1.46,-4.09,-0.69, , , , ,2022.0,2022-01-01
451,Reiver Sanmartin,CIN,57.0,-0.55, , ,2.05,-3.00,-0.67, , , , ,2022.0,2022-01-01
452,Hoby Milner,MIL,64.2,-0.56, , ,0.26,0.10, ,0.24, , , ,2022.0,2022-01-01
453,Daniel Mengden,KCR,7.0,-0.57,1.69, , ,-1.51,-11.89,-5.17, , , ,2022.0,2022-01-01
454,Justin Steele,CHC,119.0,-0.57, , ,0.55,2.19,1.48,-0.47, , , ,2022.0,2022-01-01
455,Hunter Greene,CIN,125.2,-0.58, , , ,-2.58,0.60, , , , ,2022.0,2022-01-01
456,Braxton Garrett,MIA,88.0,-0.58, , ,1.56,0.19,-0.90,-0.52, , , ,2022.0,2022-01-01
457,Cory Abbott,WSN,48.0,-0.59, , , ,-2.96,-1.01,-2.53, , , ,2022.0,2022-01-01
458,Daniel Lynch,KCR,131.2,-0.59, , ,-2.07,-0.38,-1.22,-0.37, , , ,2022.0,2022-01-01
459,Joe Smith,MIN,27.1,-0.59, , ,-0.17, ,-3.71, , , , ,2022.0,2022-01-01
460,Domingo Acevedo,OAK,67.2,-0.60, , , ,3.04,1.68, , , , ,2022.0,2022-01-01
461,Arodys Vizcaino,KCR,5.2,-0.61, ,-2.74, ,-142.04, ,1.33, , , ,2022.0,2022-01-01
462,Zack Weiss,LAA,13.1,-0.62,1.45, ,-1.17, ,2.15, , , , ,2022.0,2022-01-01
463,Corbin Martin,ARI,22.1,-0.62, , , ,-0.77,-2.98,-0.57, , , ,2022.0,2022-01-01
464,Jacob Barnes,- - -,22.1,-0.63,-0.64, , , ,0.17, , , , ,2022.0,2022-01-01
465,Tyler Duffey,MIN,44.0,-0.64, , ,2.45,3.71,-1.69,-1.93,-5.65, , ,2022.0,2022-01-01
466,Edwin Uceta,ARI,17.0,-0.64,27.12, , ,0.96,-0.06, , , , ,2022.0,2022-01-01
467,Devin Smeltzer,MIN,70.1,-0.65,1.16, ,-9.84,1.29,-0.28,-0.78, , , ,2022.0,2022-01-01
468,Roansy Contreras,PIT,95.0,-0.66, , , ,-5.86,0.98,-0.28, , , ,2022.0,2022-01-01
469,Tommy Henry,ARI,47.0,-0.66, , , ,-1.67,-1.17,0.58, , , ,2022.0,2022-01-01
470,Genesis Cabrera,STL,44.2,-0.67, , ,-0.81,-3.11,2.45,1.97, , , ,2022.0,2022-01-01
471,Austin Davis,- - -,56.0,-0.67, , ,-10.68,-0.82,0.53,3.99, , , ,2022.0,2022-01-01
472,Nathan Eovaldi,BOS,109.1,-0.67,-1.58,2.50, , ,-2.89,0.20, , , ,2022.0,2022-01-01
473,Johan Oviedo,- - -,56.0,-0.67, , , ,0.43,0.67,1.88, , , ,2022.0,2022-01-01
474,Steven Okert,MIA,51.1,-0.67, , , , ,0.99, , , , ,2022.0,2022-01-01
475,Michael Lorenzen,LAA,97.2,-0.68,-1.99, ,2.06,0.83,0.67,-5.06, , , ,2022.0,2022-01-01
476,Kaleb Ort,BOS,28.1,-0.69, , , ,-4.38,-0.98, , , , ,2022.0,2022-01-01
477,Collin Wiles,OAK,9.2,-0.71,-2.25, ,3.61,-10.83,2.18,2.71, , , ,2022.0,2022-01-01
478,Dany Jimenez,OAK,34.1,-0.71, , , , ,2.84, , , , ,2022.0,2022-01-01
479,Chase De Jong,PIT,71.2,-0.73, , , ,8.83,1.44,0.58, , , ,2022.0,2022-01-01
480,Adam Wainwright,STL,191.2,-0.73,0.23, ,-0.11,0.01,-2.80,0.49, , , ,2022.0,2022-01-01
481,Kyle Hendricks,CHC,84.1,-0.74, , ,0.36,-0.41, ,-2.74, , , ,2022.0,2022-01-01
482,Brent Suter,MIL,66.2,-0.74, , ,0.82,2.52,1.06, , , , ,2022.0,2022-01-01
