#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,Year,YearDate
626,Caleb Smith,ARI,45.6%,92.0,28.8%,85.5, , ,3.2%,79.0,22.4%,83.6, , , , ,0.2%,2022.0,2022-01-01
627,Zach Plesac,CLE,43.0%,92.0,24.2%,85.4, , ,10.4%,79.4,22.5%,85.8, , , , , ,2022.0,2022-01-01
628,Nick Neidert,MIA,48.8%,92.0,22.0%,86.5, , ,12.2%,78.7,17.1%,83.7, , , , , ,2022.0,2022-01-01
629,Kevin Herget,TBR,32.4%,92.0,30.6%,83.7, , , , ,36.9%,83.5, , , , , ,2022.0,2022-01-01
630,T.J. Zeuch,CIN,43.6%,92.0,27.6%,80.8,16.0%,86.4, , ,12.8%,85.7, , , , , ,2022.0,2022-01-01
631,Jaime Barria,LAA,39.3%,91.9,47.1%,85.3, , , , ,13.6%,85.1, , , , , ,2022.0,2022-01-01
632,Kris Bubic,KCR,50.5%,91.9, , , , ,21.7%,79.5,27.8%,80.8, , , , , ,2022.0,2022-01-01
633,Cole Sulser,MIA,49.6%,91.9,10.3%,84.0, , ,1.3%,77.9,38.8%,83.3, , , , ,0.6%,2022.0,2022-01-01
634,Logan Webb,SFG,36.3%,91.9,32.7%,82.5, , , , ,31.0%,86.4, , , , , ,2022.0,2022-01-01
635,Kyle Nelson,ARI,36.3%,91.9,63.6%,84.3, , ,0.2%,77.0, , , , , , , ,2022.0,2022-01-01
636,Garrett Hill,DET,59.3%,91.9,18.6%,82.6, , ,10.5%,77.2,11.6%,82.3, , , , , ,2022.0,2022-01-01
637,Jakob Junis,SFG,32.6%,91.9,51.4%,83.2, , , , ,16.0%,84.8, , , , , ,2022.0,2022-01-01
638,John Means,BAL,42.2%,91.8,12.6%,84.3, , ,14.1%,76.9,31.1%,82.4, , , , , ,2022.0,2022-01-01
639,Dakota Hudson,STL,54.9%,91.8,27.4%,87.9, , ,13.6%,80.5,4.1%,86.5, , , , ,0.0%,2022.0,2022-01-01
640,Kyle Gibson,PHI,40.4%,91.8,20.8%,83.3,21.3%,89.4,6.8%,79.2,10.7%,84.7, , , , , ,2022.0,2022-01-01
641,Nestor Cortes,NYY,46.9%,91.8,18.9%,77.1,29.7%,86.9,0.0%,72.0,4.4%,83.0, , , , , ,2022.0,2022-01-01
642,Eduardo Rodriguez,DET,55.8%,91.8,4.2%,82.8,23.8%,88.7, , ,16.3%,85.5, , , , , ,2022.0,2022-01-01
643,Justus Sheffield,SEA,46.9%,91.8,35.2%,81.7, , , , ,17.9%,87.1, , , , , ,2022.0,2022-01-01
644,James Naile,STL,54.0%,91.8, , ,12.7%,88.1,25.4%,82.3,7.9%,86.7, , , , , ,2022.0,2022-01-01
645,Shaun Anderson,TOR,19.0%,91.8,81.0%,84.9, , , , , , , , , , , ,2022.0,2022-01-01
646,Chris Flexen,SEA,39.6%,91.7,8.2%,81.0,32.4%,87.5,3.7%,74.8,16.1%,81.1, , , , ,0.4%,2022.0,2022-01-01
647,Paul Blackburn,OAK,45.9%,91.7,4.7%,79.2,19.5%,87.2,17.6%,78.9,12.4%,86.0, , , , ,0.3%,2022.0,2022-01-01
648,Dereck Rodriguez,MIN,40.4%,91.7,33.3%,86.0, , ,18.2%,76.7,8.1%,84.6, , , , ,4.0%,2022.0,2022-01-01
649,Elieser Hernandez,MIA,50.4%,91.7,36.1%,80.2, , , , ,13.5%,84.7, , , , ,0.5%,2022.0,2022-01-01
650,Cole Sands,MIN,50.2%,91.7,7.5%,84.3, , ,22.9%,78.7,2.7%,85.4,16.7%,84.9, , , ,2022.0,2022-01-01
651,Wyatt Mills,- - -,62.2%,91.7,37.8%,80.9, , , , , , , , , , ,1.4%,2022.0,2022-01-01
652,Sam Clay,- - -,76.0%,91.6,19.0%,83.2, , , , ,5.0%,88.6, , , , , ,2022.0,2022-01-01
653,Andrew Chafin,DET,67.7%,91.6,31.9%,82.9, , , , ,0.3%,84.7, , , , , ,2022.0,2022-01-01
654,Jake Reed,- - -,53.7%,91.6,44.0%,81.9, , , , ,2.3%,82.1, , , , , ,2022.0,2022-01-01
655,Tommy Henry,ARI,55.8%,91.6,19.9%,85.7, , ,14.6%,80.6,9.7%,84.8, , , , ,0.1%,2022.0,2022-01-01
656,Paul Fry,- - -,50.0%,91.6,50.0%,84.1, , , , , , , , , , , ,2022.0,2022-01-01
657,Bailey Ober,MIN,49.1%,91.6,23.4%,82.9, , ,11.9%,76.7,15.6%,84.4, , , , , ,2022.0,2022-01-01
658,Ross Stripling,TOR,41.3%,91.6,21.9%,87.1, , ,9.6%,76.1,27.1%,82.6, , , , , ,2022.0,2022-01-01
659,Seth Martinez,HOU,53.4%,91.6,30.2%,79.7,4.2%,86.2, , ,12.2%,86.5, , , , ,0.7%,2022.0,2022-01-01
660,Craig Stammen,SDP,54.6%,91.5,13.3%,81.4,22.3%,87.9,7.4%,79.7,2.4%,86.8, , , , , ,2022.0,2022-01-01
661,Sam Howard,PIT,53.4%,91.5,46.6%,83.0, , , , , , , , , , , ,2022.0,2022-01-01
662,Jeffrey Springs,TBR,40.5%,91.5,24.8%,85.4, , , , ,34.7%,81.2, , , , , ,2022.0,2022-01-01
663,Jordan Lyles,BAL,49.2%,91.5,23.9%,80.1,2.6%,84.9,13.5%,79.2,10.8%,86.4, , , , , ,2022.0,2022-01-01
664,Austin Pruitt,OAK,34.5%,91.5, , ,40.7%,87.6,19.4%,80.9,5.4%,86.4, , , , , ,2022.0,2022-01-01
665,Johnny Cueto,CHW,43.3%,91.4,15.8%,83.6,19.8%,87.0,1.1%,74.0,20.1%,82.6, , , , ,0.1%,2022.0,2022-01-01
666,A.J. Ladwig,MIA,46.3%,91.4,26.8%,82.6, , ,4.9%,75.5,22.0%,86.9, , , , , ,2022.0,2022-01-01
667,Spenser Watkins,BAL,39.4%,91.4,17.7%,78.5,28.1%,87.2,9.7%,76.8,5.1%,86.6, , , , , ,2022.0,2022-01-01
668,Cory Abbott,WSN,50.7%,91.4, , ,26.9%,86.7,22.4%,84.4, , , , , , ,0.1%,2022.0,2022-01-01
669,Logan Allen,- - -,36.6%,91.4,43.9%,81.0,7.3%,85.5,1.8%,75.0,10.4%,84.6, , , , , ,2022.0,2022-01-01
670,Shane Greene,- - -,34.0%,91.4,34.0%,79.6,30.0%,88.0, , ,2.0%,84.0, , , , , ,2022.0,2022-01-01
671,Nick Wittgren,STL,44.5%,91.3,10.8%,82.1,21.6%,88.2, , ,23.1%,84.1, , , , , ,2022.0,2022-01-01
672,Collin McHugh,ATL,0.8%,91.3,48.3%,80.3,47.5%,89.0,3.4%,72.5, , , , , , ,0.4%,2022.0,2022-01-01
673,Jose Quintana,- - -,52.4%,91.3,5.8%,78.7, , ,22.4%,78.4,19.5%,86.4, , , , ,0.1%,2022.0,2022-01-01
674,Shane Bieber,CLE,34.5%,91.3,27.9%,85.0,17.3%,86.9,17.9%,82.0,2.4%,86.5, , , , , ,2022.0,2022-01-01
675,Phillip Diehl,CIN,51.7%,91.3,46.7%,83.4, , , , ,1.7%,86.0, , , , ,1.7%,2022.0,2022-01-01
676,Josh Fleming,TBR,54.8%,91.3, , ,15.1%,84.3,11.0%,79.6,19.0%,82.2, , , , ,0.6%,2022.0,2022-01-01
677,Bailey Falter,PHI,64.2%,91.2, , ,14.5%,83.6,17.0%,76.6,4.3%,83.2, , , , , ,2022.0,2022-01-01
678,Braxton Garrett,MIA,47.6%,91.2,32.3%,84.1, , ,10.3%,78.8,9.8%,86.0, , , , ,0.3%,2022.0,2022-01-01
679,Danny Coulombe,MIN,37.8%,91.2,27.8%,82.8, , ,14.8%,79.4,19.6%,76.2, , , , , ,2022.0,2022-01-01
680,Sean Manaea,SDP,61.6%,91.2,14.5%,81.2, , , , ,23.9%,84.8, , , , ,0.2%,2022.0,2022-01-01
681,Madison Bumgarner,ARI,33.4%,91.2,36.4%,87.5, , ,18.9%,78.7,11.3%,85.5, , , , , ,2022.0,2022-01-01
682,Aaron Loup,LAA,48.7%,91.2,2.8%,76.1,36.0%,84.8, , ,12.5%,80.3, , , , ,1.2%,2022.0,2022-01-01
683,Daniel Norris,- - -,42.3%,91.2,28.6%,80.0, , ,1.5%,76.0,27.7%,86.8, , , , , ,2022.0,2022-01-01
684,Mark Melancon,ARI,6.7%,91.2,1.8%,84.6,59.0%,90.9,30.1%,81.7,2.4%,83.8, , , , ,0.9%,2022.0,2022-01-01
685,Aaron Civale,CLE,30.8%,91.2,4.0%,81.0,34.0%,86.5,27.5%,75.9, , ,3.7%,85.4, , ,0.3%,2022.0,2022-01-01
686,Kolby Allard,TEX,53.2%,91.2, , ,22.1%,84.9,5.4%,74.3,19.4%,82.9, , , , ,1.3%,2022.0,2022-01-01
687,Luke Farrell,- - -,48.4%,91.1,37.2%,82.5, , ,11.6%,78.7, , ,2.8%,85.0, , , ,2022.0,2022-01-01
688,Jesse Chavez,- - -,29.6%,91.1, , ,55.9%,89.1,1.7%,76.9,12.9%,85.6, , , , ,0.1%,2022.0,2022-01-01
689,Ty Blach,COL,54.9%,91.1,17.1%,85.0, , ,8.5%,79.3,19.6%,80.7, , , , ,0.9%,2022.0,2022-01-01
690,Tyson Miller,TEX,59.6%,91.1,34.6%,81.3, , ,0.4%,82.0,5.3%,86.1, , , , , ,2022.0,2022-01-01
691,Daniel Castano,MIA,18.4%,91.1,27.9%,81.3,41.1%,86.6, , ,12.7%,84.1, , , , , ,2022.0,2022-01-01
692,Drew Carlton,DET,62.5%,91.1,20.0%,79.9, , , , ,17.5%,84.6, , , , , ,2022.0,2022-01-01
693,Mark Leiter,CHC,45.9%,91.0,5.2%,79.4,8.9%,87.7,16.7%,73.2, , ,23.4%,84.3, , ,0.7%,2022.0,2022-01-01
694,Steven Brault,CHC,64.3%,91.0,31.2%,82.0, , , , ,4.5%,85.3, , , , , ,2022.0,2022-01-01
695,Austin Gomber,COL,40.7%,91.0,24.6%,84.4, , ,17.1%,75.9,17.6%,82.1, , , , ,0.2%,2022.0,2022-01-01
696,Conner Menez,CHC,45.8%,91.0,50.0%,79.9, , ,4.2%,73.0, , , , , , , ,2022.0,2022-01-01
697,Ethan Small,MIL,53.0%,91.0,3.8%,79.6, , , , ,43.2%,78.8, , , , , ,2022.0,2022-01-01
698,Tyler Danish,BOS,44.0%,91.0,40.5%,81.0,0.6%,87.0, , ,8.1%,83.5,6.8%,85.5, , , ,2022.0,2022-01-01
699,Connor Overton,CIN,48.6%,91.0,19.6%,81.9,0.4%,89.0,12.8%,79.7,18.6%,85.0, , , , , ,2022.0,2022-01-01
700,Tanner Tully,CLE,59.5%,90.9,27.6%,81.3, , ,2.6%,75.3,10.3%,84.8, , , , ,3.4%,2022.0,2022-01-01
701,Phil Maton,HOU,49.7%,90.9,18.9%,81.0, , ,31.3%,74.5, , , , , , ,0.6%,2022.0,2022-01-01
702,Jose Alvarez,SFG,54.9%,90.9,9.9%,80.3, , , , ,35.2%,81.5, , , , ,1.5%,2022.0,2022-01-01
703,Alex Young,- - -,26.5%,90.9, , ,27.4%,83.2,13.0%,81.8,33.0%,86.3, , , , , ,2022.0,2022-01-01
704,Luke Barker,MIL,59.3%,90.9, , , , , , , , ,40.7%,81.8, , , ,2022.0,2022-01-01
705,Collin Wiles,OAK,33.1%,90.9,9.7%,79.5,41.6%,86.9,12.3%,76.9,3.2%,85.4, , , , , ,2022.0,2022-01-01
706,Simeon Woods Richardson,MIN,54.9%,90.9,18.7%,83.8, , ,14.3%,74.5,12.1%,80.5, , , , , ,2022.0,2022-01-01
707,Trevor Williams,NYM,65.2%,90.9,16.3%,82.1, , ,5.2%,78.2,13.3%,84.5, , , , ,0.3%,2022.0,2022-01-01
708,Aaron Fletcher,PIT,49.1%,90.8,23.1%,79.7, , , , ,27.7%,74.9, , , , , ,2022.0,2022-01-01
709,Bryce Elder,ATL,48.0%,90.8,26.6%,82.4,13.2%,90.1, , ,12.3%,86.0, , , , ,0.5%,2022.0,2022-01-01
710,Kenny Rosenberg,LAA,45.1%,90.8,16.6%,80.0, , ,4.7%,74.2,33.7%,81.1, , , , , ,2022.0,2022-01-01
711,Kohei Arihara,TEX,27.7%,90.8,14.4%,81.7,25.6%,88.0,0.3%,75.0,18.7%,81.2,13.3%,82.5, , , ,2022.0,2022-01-01
712,Cody Sedlock,BAL,43.7%,90.8,12.7%,85.1, , ,1.4%,77.0,42.3%,82.5, , , , , ,2022.0,2022-01-01
713,Clayton Kershaw,LAD,40.4%,90.8,42.6%,86.7, , ,16.3%,73.2,0.6%,83.9, , , , , ,2022.0,2022-01-01
714,Michael Plassmeyer,PHI,16.0%,90.8,16.0%,76.3, , ,14.0%,75.7,24.0%,81.8,30.0%,83.1, , ,49.5%,2022.0,2022-01-01
715,Reiver Sanmartin,CIN,40.9%,90.7,26.7%,82.0, , , , ,32.4%,85.3, , , , ,0.8%,2022.0,2022-01-01
716,Brooks Raley,TBR,22.9%,90.7,38.3%,81.4,19.1%,88.1, , ,19.6%,85.6, , , , , ,2022.0,2022-01-01
717,Casey Lawrence,TOR,33.0%,90.7,32.7%,81.6, , ,5.7%,78.6,28.6%,83.2, , , , , ,2022.0,2022-01-01
718,Cody Stashak,MIN,48.9%,90.6,49.3%,82.0, , , , ,1.8%,84.3, , , , , ,2022.0,2022-01-01
719,Jimmy Herget,LAA,31.5%,90.6,34.4%,83.3, , ,27.0%,74.8,7.1%,84.4, , , , ,1.3%,2022.0,2022-01-01
720,Chasen Shreve,NYM,44.5%,90.6,18.4%,81.0, , , , , , ,37.1%,83.0, , ,0.8%,2022.0,2022-01-01
721,Bruce Zimmermann,BAL,39.4%,90.6,18.5%,85.1, , ,12.9%,81.0,29.1%,84.7, , , , ,0.1%,2022.0,2022-01-01
722,Matt Swarmer,CHC,39.1%,90.6,59.1%,82.1, , , , ,1.8%,85.7, , , , ,0.2%,2022.0,2022-01-01
723,Tyler Holton,ARI,35.2%,90.6, , ,17.6%,87.4,14.5%,77.4,32.7%,82.8, , , , , ,2022.0,2022-01-01
724,Cole Irvin,OAK,59.0%,90.6,10.5%,79.3,2.0%,87.3,10.3%,75.8,18.2%,83.0, , , , ,0.5%,2022.0,2022-01-01
725,Zac Lowther,BAL,53.0%,90.5,20.0%,82.0, , ,8.0%,75.3,19.0%,83.5, , , , , ,2022.0,2022-01-01
726,Joe Mantiply,ARI,43.8%,90.5,30.2%,81.2, , , , ,26.0%,82.7, , , , , ,2022.0,2022-01-01
727,Scott Effross,- - -,45.2%,90.5,40.2%,79.9, , , , ,14.6%,83.0, , , , ,1.5%,2022.0,2022-01-01
728,Tyler Anderson,LAD,45.1%,90.5, , ,22.0%,85.7,1.2%,73.3,31.6%,79.1, , , , , ,2022.0,2022-01-01
729,Nabil Crismatt,SDP,29.1%,90.4,0.4%,84.3, , ,20.4%,73.2,50.1%,82.8, , , , ,0.3%,2022.0,2022-01-01
730,Mike Minor,CIN,41.5%,90.4,24.9%,85.4, , ,10.4%,79.2,23.2%,84.3, , , , ,0.9%,2022.0,2022-01-01
731,Stephen Strasburg,WSN,51.8%,90.4, , , , ,26.5%,77.5,21.7%,85.2, , , , , ,2022.0,2022-01-01
732,Kyle Tyler,SDP,70.0%,90.4, , , , ,27.5%,76.7,2.5%,84.0, , , , , ,2022.0,2022-01-01
733,Ryan Thompson,TBR,58.8%,90.3,39.3%,79.5,0.4%,86.3, , ,1.5%,81.3, , , , ,1.2%,2022.0,2022-01-01
734,Tommy Romero,- - -,56.0%,90.3,22.5%,82.7, , , , , , ,21.5%,83.7, , , ,2022.0,2022-01-01
735,Josh Rogers,WSN,55.1%,90.3,35.1%,80.9, , , , ,9.8%,84.7, , , , , ,2022.0,2022-01-01
736,Cooper Criswell,TBR,55.6%,90.2,35.6%,77.5,8.9%,82.8, , , , , , , , , ,2022.0,2022-01-01
737,Tim Hill,SDP,85.0%,90.2,9.1%,82.5,5.9%,88.8, , , , , , , , ,0.5%,2022.0,2022-01-01
738,Humberto Castellanos,ARI,42.8%,90.2,21.3%,76.5,25.5%,86.3, , ,10.4%,84.1, , , , , ,2022.0,2022-01-01
739,Zach Logue,OAK,49.8%,90.2,15.8%,77.5,20.8%,85.9, , ,13.6%,82.0, , , , , ,2022.0,2022-01-01
740,Jhonathan Diaz,LAA,50.0%,90.1,25.4%,80.7, , ,8.5%,74.8,16.1%,80.7, , , , , ,2022.0,2022-01-01
741,Tyler Alexander,DET,43.0%,90.1,10.9%,77.8,27.7%,85.6, , ,18.5%,82.9, , , , ,0.3%,2022.0,2022-01-01
742,Kyle Freeland,COL,45.4%,90.0,22.6%,85.5, , ,18.2%,81.0,13.8%,84.8, , , , , ,2022.0,2022-01-01
743,Trevor Kelley,MIL,64.1%,90.0,25.4%,78.7,4.1%,83.9, , ,6.3%,80.8, , , , , ,2022.0,2022-01-01
744,Richard Bleier,MIA,54.0%,89.9,15.9%,77.8,23.2%,87.3, , ,6.9%,82.9, , , , ,1.6%,2022.0,2022-01-01
745,Michael Pineda,DET,59.2%,89.9,21.5%,80.7, , , , ,19.3%,85.4, , , , , ,2022.0,2022-01-01
746,Charlie Culberson,TEX,92.9%,89.8, , , , ,7.1%,79.5, , , , , , , ,2022.0,2022-01-01
747,Noe Ramirez,ARI,37.5%,89.8,31.5%,78.0, , , , ,31.0%,84.1, , , , ,1.2%,2022.0,2022-01-01
748,Matt Wisler,TBR,8.5%,89.8,91.5%,79.8, , , , , , , , , , ,0.5%,2022.0,2022-01-01
749,Pedro Baez,HOU,43.8%,89.7,9.6%,81.6, , , , ,46.6%,83.4, , , , , ,2022.0,2022-01-01
750,Dusten Knight,TBR,20.8%,89.7, , ,31.3%,85.8,10.4%,78.3,37.5%,78.6, , , , ,2.1%,2022.0,2022-01-01
751,Robert Dugger,- - -,43.3%,89.7,19.4%,77.6, , ,18.7%,72.7,18.7%,81.4, , , , , ,2022.0,2022-01-01
752,Zach Davies,ARI,53.8%,89.6,1.0%,76.3,6.1%,87.7,5.8%,74.8,33.2%,79.8, , , , , ,2022.0,2022-01-01
753,Steve Cishek,WSN,62.5%,89.6,37.1%,76.6, , , , ,0.4%,83.2, , , , ,0.3%,2022.0,2022-01-01
754,Tyler Gilbert,ARI,41.0%,89.6, , ,34.8%,86.2,11.3%,76.3, , ,12.9%,81.7, , ,0.7%,2022.0,2022-01-01
755,Dane Dunning,TEX,40.1%,89.5,27.9%,78.8,12.0%,87.2, , ,20.1%,84.1, , , , ,0.0%,2022.0,2022-01-01
756,Anibal Sanchez,WSN,33.6%,89.5,4.8%,82.4,30.5%,87.4,5.4%,75.3,25.6%,79.9, , , , ,0.6%,2022.0,2022-01-01
757,Devin Smeltzer,MIN,40.4%,89.5,6.6%,77.1,9.7%,84.8,17.9%,75.2,25.3%,82.1, , , , , ,2022.0,2022-01-01
758,Sam Selman,OAK,52.9%,89.4,47.1%,79.4, , , , , , , , , , , ,2022.0,2022-01-01
759,Phoenix Sanders,TBR,25.1%,89.4,52.1%,82.1, , ,22.8%,75.4, , , , , , , ,2022.0,2022-01-01
760,Hyun-Jin Ryu,TOR,41.8%,89.3,3.5%,85.5,10.1%,86.2,21.0%,71.9,23.5%,79.7, , , , , ,2022.0,2022-01-01
761,Locke St. John,CHC,55.2%,89.3,34.5%,77.3, , , , , , ,10.3%,84.7, , , ,2022.0,2022-01-01
762,Chris Mazza,TBR,29.6%,89.3,31.9%,77.3,33.3%,84.3, , ,5.2%,83.0, , , , , ,2022.0,2022-01-01
763,Jared Koenig,OAK,49.8%,89.3,15.3%,82.9, , ,22.1%,77.6,12.9%,82.8, , , , , ,2022.0,2022-01-01
764,Zack Greinke,KCR,41.5%,89.2,11.8%,83.2,9.9%,85.8,20.3%,72.0,16.5%,86.5, , , , , ,2022.0,2022-01-01
765,Dylan Bundy,MIN,46.7%,89.2,24.0%,79.2, , ,10.6%,72.2,18.7%,81.2, , , , , ,2022.0,2022-01-01
766,Ryan Weber,NYY,55.9%,89.1,35.4%,78.9, , ,1.6%,74.0,7.1%,80.0, , , , , ,2022.0,2022-01-01
767,Wade Miley,CHC,16.8%,89.0,6.5%,78.5,42.8%,85.2,2.7%,73.5,31.3%,81.5, , , , , ,2022.0,2022-01-01
768,Penn Murfee,SEA,49.0%,89.0,51.0%,79.8, , , , , , , , , , ,0.4%,2022.0,2022-01-01
769,Hoby Milner,MIL,47.0%,89.0,32.7%,79.5, , , , ,20.3%,81.4, , , , , ,2022.0,2022-01-01
770,Robbie Erlin,LAD,40.0%,88.9,15.0%,84.8, , ,27.5%,75.4,17.5%,81.9, , , , , ,2022.0,2022-01-01
771,Corey Kluber,TBR,28.3%,88.9, , ,34.7%,86.3,26.8%,80.8,10.2%,82.9, , , , , ,2022.0,2022-01-01
772,Jerad Eickhoff,PIT,22.9%,88.8,44.6%,80.7, , ,24.1%,72.7,8.4%,79.6, , , , , ,2022.0,2022-01-01
773,T.J. McFarland,STL,62.8%,88.8,15.2%,79.5, , , , ,22.0%,81.9, , , , , ,2022.0,2022-01-01
774,Danny Young,- - -,41.3%,88.8,56.3%,77.6, , , , ,2.4%,83.0, , , , , ,2022.0,2022-01-01
775,Andrew Vasquez,- - -,28.8%,88.8,71.2%,80.1, , , , , , , , , , , ,2022.0,2022-01-01
776,Ralph Garza,TBR,48.6%,88.7,23.0%,77.5,8.0%,89.5,2.3%,79.9,18.1%,83.1, , , , ,1.2%,2022.0,2022-01-01
777,Nick Vespi,BAL,47.3%,88.6,36.8%,83.7, , ,15.9%,80.5, , , , , , ,0.9%,2022.0,2022-01-01
778,Justin Bruihl,LAD,15.8%,88.6,19.9%,77.5,64.2%,86.5, , , , , , , , ,2.3%,2022.0,2022-01-01
779,Alec Mills,CHC,59.9%,88.6,12.9%,76.2, , ,8.6%,65.8,18.5%,78.9, , , , ,1.3%,2022.0,2022-01-01
780,Paolo Espino,WSN,48.0%,88.6,21.4%,77.8, , ,25.9%,71.4,4.7%,83.7, , , , , ,2022.0,2022-01-01
781,Adam Wainwright,STL,37.0%,88.5, , ,25.2%,84.4,31.9%,72.8,6.0%,82.2, , , , ,0.1%,2022.0,2022-01-01
782,Marco Gonzales,SEA,36.7%,88.5, , ,19.4%,86.2,13.4%,76.7,30.5%,79.4, , , , ,0.1%,2022.0,2022-01-01
783,Oliver Perez,ARI,63.0%,88.5,37.0%,76.7, , , , , , , , , , , ,2022.0,2022-01-01
784,Alexander Wells,BAL,42.4%,88.5,10.6%,82.6, , ,27.3%,72.2,19.7%,82.3, , , , , ,2022.0,2022-01-01
785,Adam Kolarek,OAK,67.0%,88.3,16.4%,77.3, , , , ,16.7%,81.9, , , , , ,2022.0,2022-01-01
786,Rich Hill,BOS,37.7%,88.3,10.7%,69.3,12.8%,84.2,36.5%,71.8, , ,2.4%,82.1, , , ,2022.0,2022-01-01
787,Tyler Clippard,WSN,47.8%,87.6, , , , ,4.4%,74.4,31.9%,77.3,15.9%,80.4, , , ,2022.0,2022-01-01
788,Jake Fishman,MIA,60.2%,87.5,39.8%,75.9, , , , , , , , , , , ,2022.0,2022-01-01
789,Dallas Keuchel,- - -,50.6%,87.3,8.0%,77.1,15.2%,85.2, , ,26.3%,79.2, , , , ,0.5%,2022.0,2022-01-01
790,Ryan Yarbrough,TBR,18.7%,86.8,27.0%,71.3,30.3%,82.4, , ,23.9%,78.6, , , , , ,2022.0,2022-01-01
791,Kyle Hendricks,CHC,57.5%,86.7, , , , ,11.9%,72.8,30.7%,80.0, , , , , ,2022.0,2022-01-01
792,Tommy Milone,SEA,42.0%,86.7,7.6%,78.8, , ,11.8%,76.0,38.7%,79.2, , , , , ,2022.0,2022-01-01
793,Brent Suter,MIL,70.5%,86.6,4.6%,79.1, , , , ,25.0%,77.2, , , , , ,2022.0,2022-01-01
794,Adam Cimber,TOR,64.6%,86.5,35.4%,77.9, , , , , , , , , , ,0.5%,2022.0,2022-01-01
795,Cam Alldred,PIT,50.0%,86.5,37.5%,79.5, , , , ,12.5%,81.5, , , , , ,2022.0,2022-01-01
796,Cesar Valdez,LAA,12.5%,86.0,6.3%,79.0, , , , ,81.3%,78.3, , , , , ,2022.0,2022-01-01
797,Darren O'Day,ATL,52.2%,86.0,47.8%,78.3, , , , , , , , , , ,1.3%,2022.0,2022-01-01
798,Sergio Romo,- - -,36.3%,85.4,50.3%,77.1, , , , ,13.4%,80.0, , , , ,1.2%,2022.0,2022-01-01
799,Alex Claudio,NYM,54.0%,84.9,22.0%,73.6, , , , ,24.0%,70.5, , , , , ,2022.0,2022-01-01
800,Joe Smith,MIN,72.7%,84.7,27.3%,76.9, , , , , , , , , , ,0.9%,2022.0,2022-01-01
801,Brian Moran,LAA,48.0%,84.3,52.0%,69.7, , , , , , , , , , ,16.0%,2022.0,2022-01-01
802,Darick Hall,PHI,100.0%,84.2, , , , , , , , , , , , , ,2022.0,2022-01-01
803,Tyler Rogers,SFG,53.9%,83.3,46.1%,72.2, , , , , , , , , , , ,2022.0,2022-01-01
804,Franmil Reyes,CHC,100.0%,83.2, , , , , , , , , , , , , ,2022.0,2022-01-01
805,Jackie Bradley Jr.,BOS,100.0%,82.4, , , , , , , , , , , , , ,2022.0,2022-01-01
806,Luis Torrens,SEA,91.2%,80.8,2.9%,77.0, , , , , , ,2.9%,85.0,2.9%,65.0, ,2022.0,2022-01-01
807,Nick Maton,PHI,100.0%,76.6, , , , , , , , , , , , , ,2022.0,2022-01-01
808,Sandy Leon,CLE,100.0%,76.6, , , , , , , , , , , , , ,2022.0,2022-01-01
809,Michael A. Taylor,KCR,100.0%,75.0, , , , , , , , , , , , , ,2022.0,2022-01-01
810,Jermaine Palacios,MIN,100.0%,75.0, , , , , , , , , , , , , ,2022.0,2022-01-01
811,Kevin Plawecki,BOS,77.8%,74.2, , , , ,16.7%,57.3, , , , ,5.6%,60.0, ,2022.0,2022-01-01
812,Garrett Stubbs,PHI,100.0%,74.0, , , , , , , , , , , , , ,2022.0,2022-01-01
813,Nick Gordon,MIN,100.0%,73.3, , , , , , , , , , , , , ,2022.0,2022-01-01
814,Mike Brosseau,MIL,100.0%,72.3, , , , , , , , , , , , , ,2022.0,2022-01-01
815,Ryan McKenna,BAL,96.8%,72.3, , , , , , ,3.2%,79.0, , , , , ,2022.0,2022-01-01
816,Josh VanMeter,PIT,100.0%,72.1, , , , , , , , , , , , , ,2022.0,2022-01-01
817,Christian Bethancourt,- - -,100.0%,71.7, , , , , , , , , , , , , ,2022.0,2022-01-01
818,Matt Reynolds,CIN,61.9%,71.1, , , , ,4.8%,58.0,4.8%,71.0, , ,28.6%,61.8, ,2022.0,2022-01-01
819,Hunter Dozier,KCR,100.0%,70.7, , , , , , , , , , , , , ,2022.0,2022-01-01
820,Corey Dickerson,STL,66.7%,70.0, , , , , , , , , , ,33.3%,52.8, ,2022.0,2022-01-01
821,Randal Grichuk,COL,40.0%,69.3, , ,40.0%,68.3,20.0%,56.5, , , , , , , ,2022.0,2022-01-01
822,Nicky Lopez,KCR,75.0%,68.8, , , , , , , , , , ,25.0%,57.0, ,2022.0,2022-01-01
823,Andrew Knizner,STL,100.0%,68.3, , , , , , , , , , , , , ,2022.0,2022-01-01
824,Marwin Gonzalez,NYY,100.0%,67.5, , , , , , , , , , , , , ,2022.0,2022-01-01
825,Mike Ford,ATL,100.0%,67.1, , , , , , , , , , , , , ,2022.0,2022-01-01
826,Ernie Clement,CLE,92.9%,66.8, , , , , , , , , , ,7.1%,51.7, ,2022.0,2022-01-01
827,Yadier Molina,STL,47.5%,66.6, , , , ,52.5%,53.8, , , , , , , ,2022.0,2022-01-01
828,Alejo Lopez,CIN,100.0%,66.6, , , , , , , , , , , , , ,2022.0,2022-01-01
829,Chad Pinder,OAK,100.0%,65.8, , , , , , , , , , , , , ,2022.0,2022-01-01
