#,Name,Team,IP,Events,EV,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,Year,YearDate
211,Codi Heuer,- - -,67.1,200,87.3,109.4,12.7,9,4.5%,73,36.5%,4.28,3.95,2021.0,2021-01-01
212,Joely Rodriguez,- - -,46.1,142,87.3,114.8,1.0,7,4.9%,49,34.5%,4.66,3.78,2021.0,2021-01-01
213,Aaron Ashby,MIL,31.2,81,87.3,108.4,0.0,4,4.9%,28,34.6%,4.55,3.01,2021.0,2021-01-01
214,Tommy Hunter,NYM,8.0,23,87.3,106.5,10.9,1,4.3%,4,17.4%,0.00,3.92,2021.0,2021-01-01
215,Jimmie Sherfy,- - -,15.0,45,87.3,106.6,16.1,3,6.7%,11,24.4%,4.20,4.48,2021.0,2021-01-01
216,Alberto Baldonado,WSN,10.2,30,87.3,107.6,21.3,4,13.3%,8,26.7%,8.44,6.39,2021.0,2021-01-01
217,Alex Reyes,STL,72.1,168,87.3,107.6,17.7,8,4.8%,58,34.5%,3.24,3.47,2021.0,2021-01-01
218,Jose Suarez,LAA,98.1,288,87.3,112.3,10.4,18,6.3%,99,34.4%,3.75,4.30,2021.0,2021-01-01
219,Sam Howard,PIT,45.0,104,87.3,109.8,13.4,9,8.7%,32,30.8%,5.60,4.18,2021.0,2021-01-01
220,Evan Marshall,CHW,27.1,78,87.3,106.7,12.9,8,10.3%,26,33.3%,5.60,3.52,2021.0,2021-01-01
221,Ryan Tepera,- - -,61.1,143,87.3,114.8,14.7,12,8.4%,50,35.0%,2.79,2.58,2021.0,2021-01-01
222,Yency Almonte,COL,47.2,137,87.3,110.2,13.9,12,8.8%,47,34.3%,7.55,5.37,2021.0,2021-01-01
223,Conner Menez,SFG,14.0,44,87.4,107.6,8.4,1,2.3%,16,36.4%,3.86,3.63,2021.0,2021-01-01
224,Jacob Webb,ATL,34.1,105,87.4,111.7,14.2,8,7.6%,31,29.5%,4.19,3.95,2021.0,2021-01-01
225,Rafael Dolis,TOR,32.0,87,87.4,112.2,13.9,5,5.7%,28,32.2%,5.63,4.45,2021.0,2021-01-01
226,Lou Trivino,OAK,73.2,205,87.4,115.5,9.8,16,7.8%,69,33.7%,3.18,4.32,2021.0,2021-01-01
227,Tim Hill,SDP,59.2,170,87.4,112.4,2.8,13,7.6%,66,38.8%,3.62,3.81,2021.0,2021-01-01
228,Kendall Graveman,- - -,56.0,133,87.4,111.6,6.2,7,5.3%,47,35.3%,1.77,3.68,2021.0,2021-01-01
229,Louis Head,TBR,35.0,90,87.4,116.7,24.6,9,10.0%,25,27.8%,2.31,2.92,2021.0,2021-01-01
230,Kyle Barraclough,MIN,13.0,32,87.5,111.4,20.6,4,12.5%,9,28.1%,5.54,4.21,2021.0,2021-01-01
231,Josh Hader,MIL,58.2,96,87.5,115.1,22.0,6,6.3%,29,30.2%,1.23,2.18,2021.0,2021-01-01
232,Jose Alvarado,PHI,55.2,129,87.5,116.4,1.1,5,3.9%,55,42.6%,4.20,4.15,2021.0,2021-01-01
233,Kervin Castro,SFG,13.1,39,87.5,107.8,16.3,4,10.3%,11,28.2%,0.00,3.87,2021.0,2021-01-01
234,Kyle Funkhouser,DET,68.1,194,87.5,112.5,7.2,9,4.6%,71,36.6%,3.42,4.24,2021.0,2021-01-01
235,Matt Strahm,SDP,6.2,31,87.5,108.7,8.9,1,3.2%,11,35.5%,8.10,4.15,2021.0,2021-01-01
236,Alex Blandino,CIN,3.2,13,87.5,100.7,27.6,1,7.7%,4,30.8%,9.82,5.80,2021.0,2021-01-01
237,Camilo Doval,SFG,27.0,62,87.5,110.7,9.6,5,8.1%,21,33.9%,3.00,2.83,2021.0,2021-01-01
238,Josh Fleming,TBR,104.1,349,87.5,116.1,2.9,23,6.6%,122,35.0%,5.09,4.66,2021.0,2021-01-01
239,Jeffrey Springs,TBR,44.2,102,87.6,112.9,13.8,14,13.7%,35,34.3%,3.43,3.30,2021.0,2021-01-01
240,Darren O'Day,NYY,10.2,30,87.6,116.1,21.1,2,6.7%,12,40.0%,3.38,4.54,2021.0,2021-01-01
241,Chris Bassitt,OAK,157.1,428,87.6,114.7,12.5,28,6.5%,140,32.7%,3.15,3.42,2021.0,2021-01-01
242,Joe Ross,WSN,108.0,309,87.6,111.8,12.2,26,8.4%,114,36.9%,4.17,4.24,2021.0,2021-01-01
243,Alex Vesia,LAD,40.0,83,87.6,109.2,23.5,9,10.8%,29,34.9%,2.25,2.83,2021.0,2021-01-01
244,Dillon Tate,BAL,67.2,208,87.6,121.1,0.9,13,6.3%,79,38.0%,4.39,4.18,2021.0,2021-01-01
245,A.J. Alexy,TEX,23.0,62,87.6,111.0,22.7,6,9.7%,20,32.3%,4.70,6.77,2021.0,2021-01-01
246,Cal Quantrill,CLE,149.2,439,87.6,114.7,12.4,30,6.8%,150,34.2%,2.89,4.01,2021.0,2021-01-01
247,Sandy Alcantara,MIA,205.2,576,87.6,115.7,4.5,35,6.1%,227,39.4%,3.19,3.47,2021.0,2021-01-01
248,Fernando Abad,BAL,17.2,65,87.6,108.2,10.5,3,4.6%,24,36.9%,5.60,4.57,2021.0,2021-01-01
249,Miguel Del Pozo,DET,5.1,19,87.6,110.6,16.9,1,5.3%,5,26.3%,3.38,4.76,2021.0,2021-01-01
250,Edwin Diaz,NYM,62.2,136,87.6,110.6,17.2,7,5.1%,36,26.5%,3.45,2.62,2021.0,2021-01-01
251,Zach Thompson,MIA,75.0,218,87.6,117.2,13.9,15,6.9%,74,33.9%,3.24,3.65,2021.0,2021-01-01
252,Andrew Chafin,- - -,68.2,181,87.7,109.3,12.7,11,6.1%,58,32.0%,1.83,3.01,2021.0,2021-01-01
253,Luis Castillo,CIN,187.2,529,87.7,114.9,4.2,24,4.5%,194,36.7%,3.98,3.63,2021.0,2021-01-01
254,Lucas Giolito,CHW,178.2,465,87.7,116.7,18.3,31,6.7%,159,34.2%,3.53,3.27,2021.0,2021-01-01
255,Garrett Whitlock,BOS,73.1,197,87.7,111.7,7.5,8,4.1%,73,37.1%,1.96,2.94,2021.0,2021-01-01
256,Johan Oviedo,STL,62.1,194,87.7,112.8,7.1,15,7.7%,68,35.1%,4.91,5.80,2021.0,2021-01-01
257,Lance Lynn,CHW,157.0,418,87.7,114.6,15.9,24,5.7%,144,34.4%,2.69,2.72,2021.0,2021-01-01
258,Erik Swanson,SEA,35.1,98,87.7,106.9,22.0,8,8.2%,29,29.6%,3.31,3.13,2021.0,2021-01-01
259,Tejay Antone,CIN,33.2,70,87.7,115.9,12.1,7,10.0%,26,37.1%,2.14,3.47,2021.0,2021-01-01
260,Jacob deGrom,NYM,92.0,166,87.7,112.0,13.7,11,6.6%,61,36.7%,1.08,1.53,2021.0,2021-01-01
261,Kenta Maeda,MIN,106.1,301,87.7,113.3,15.0,19,6.3%,109,36.2%,4.66,3.73,2021.0,2021-01-01
262,Trevor Rogers,MIA,133.0,342,87.7,116.9,12.5,17,5.0%,124,36.3%,2.64,3.37,2021.0,2021-01-01
263,Taylor Rogers,MIN,40.1,99,87.7,115.4,5.9,7,7.1%,36,36.4%,3.35,2.51,2021.0,2021-01-01
264,Miles Mikolas,STL,44.2,142,87.7,109.3,9.8,11,7.7%,52,36.6%,4.23,4.51,2021.0,2021-01-01
265,Ashton Goudeau,- - -,34.1,100,87.8,107.7,9.0,6,6.0%,32,32.0%,4.19,3.76,2021.0,2021-01-01
266,Adam Cimber,- - -,71.2,212,87.8,109.8,6.3,8,3.8%,81,38.2%,2.26,3.39,2021.0,2021-01-01
267,Matthew Boyd,DET,78.2,240,87.8,112.9,17.1,19,7.9%,86,35.8%,3.89,4.18,2021.0,2021-01-01
268,Wade LeBlanc,- - -,49.0,171,87.8,112.8,16.7,15,8.8%,62,36.3%,4.41,5.77,2021.0,2021-01-01
269,Tyler Mahle,CIN,180.0,475,87.8,117.4,13.3,31,6.5%,161,33.9%,3.75,3.73,2021.0,2021-01-01
270,Andrew Wantz,LAA,27.1,68,87.8,109.5,20.8,8,11.8%,23,33.8%,4.94,4.24,2021.0,2021-01-01
271,Nick Vincent,MIN,12.2,32,87.8,111.6,31.2,1,3.1%,11,34.4%,0.71,2.79,2021.0,2021-01-01
272,Darren McCaughan,SEA,9.0,32,87.8,109.2,11.3,2,6.3%,12,37.5%,8.00,4.57,2021.0,2021-01-01
273,Steven Matz,TOR,150.2,454,87.8,111.9,9.6,32,7.0%,172,37.9%,3.82,4.06,2021.0,2021-01-01
274,Joe Musgrove,SDP,181.1,473,87.8,109.9,11.6,34,7.2%,182,38.5%,3.18,3.89,2021.0,2021-01-01
275,Joe Smith,- - -,39.2,128,87.9,112.2,9.5,7,5.5%,45,35.2%,4.99,3.52,2021.0,2021-01-01
276,Justin Steele,CHC,57.0,157,87.9,112.1,8.3,9,5.7%,55,35.0%,4.26,4.03,2021.0,2021-01-01
277,Jordan Montgomery,NYY,157.1,446,87.9,114.9,12.1,33,7.4%,163,36.5%,3.83,4.06,2021.0,2021-01-01
278,Nick Ramirez,SDP,20.1,70,87.9,105.5,10.5,3,4.3%,24,34.3%,5.75,3.84,2021.0,2021-01-01
279,James Hoyt,LAA,8.0,26,87.9,108.7,15.7,2,7.7%,8,30.8%,6.75,4.66,2021.0,2021-01-01
280,Zach Eflin,PHI,105.2,324,87.9,116.1,11.9,22,6.8%,126,38.9%,4.17,3.87,2021.0,2021-01-01
281,Humberto Castellanos,ARI,45.2,150,87.9,114.1,13.2,11,7.3%,49,32.7%,4.93,4.24,2021.0,2021-01-01
282,Pete Fairbanks,TBR,42.2,111,87.9,110.9,12.5,8,7.2%,35,31.5%,3.59,3.01,2021.0,2021-01-01
283,Cam Bedrosian,- - -,25.0,76,87.9,110.2,18.3,9,11.8%,32,42.1%,5.04,6.19,2021.0,2021-01-01
284,Tayler Saucedo,TOR,25.2,78,87.9,116.6,3.4,4,5.1%,28,35.9%,4.56,4.35,2021.0,2021-01-01
285,J.B. Wendelken,- - -,43.2,133,87.9,111.0,11.9,9,6.8%,46,34.6%,4.33,4.69,2021.0,2021-01-01
286,Max Scherzer,- - -,179.1,411,87.9,113.3,19.3,33,8.0%,141,34.3%,2.46,2.88,2021.0,2021-01-01
287,John Means,BAL,146.2,426,87.9,115.9,20.3,43,10.1%,160,37.6%,3.62,4.06,2021.0,2021-01-01
288,Kevin Quackenbush,LAD,0.1,3,88.0,97.8,-0.6,0,0.0%,2,66.7%,27.00,4.32,2021.0,2021-01-01
289,Dennis Santana,- - -,54.2,156,88.0,112.8,9.6,10,6.4%,55,35.3%,4.28,5.19,2021.0,2021-01-01
290,Richard Bleier,MIA,58.0,172,88.0,115.5,-5.2,7,4.1%,66,38.4%,2.95,3.01,2021.0,2021-01-01
291,Aroldis Chapman,NYY,56.1,105,88.0,114.3,12.1,17,16.2%,42,40.0%,3.36,3.84,2021.0,2021-01-01
292,Brett Martin,TEX,62.1,208,88.0,113.4,5.9,7,3.4%,70,33.7%,3.18,3.52,2021.0,2021-01-01
293,Austin Gomber,COL,115.1,331,88.0,113.2,11.8,31,9.4%,111,33.5%,4.53,4.03,2021.0,2021-01-01
294,Chasen Shreve,PIT,56.1,161,88.0,109.0,16.7,11,6.8%,49,30.4%,3.20,3.81,2021.0,2021-01-01
295,Phil Maton,- - -,66.2,174,88.0,112.4,12.9,13,7.5%,57,32.8%,4.73,3.63,2021.0,2021-01-01
296,Alex Claudio,LAA,32.2,103,88.0,109.2,6.2,7,6.8%,41,39.8%,5.51,4.73,2021.0,2021-01-01
297,Kwang-hyun Kim,STL,106.2,329,88.0,111.7,9.2,23,7.0%,118,35.9%,3.46,4.45,2021.0,2021-01-01
298,Nathan Eovaldi,BOS,182.1,527,88.0,115.6,12.8,33,6.3%,191,36.2%,3.75,3.35,2021.0,2021-01-01
299,DJ Johnson,- - -,4.1,10,88.0,110.2,2.9,1,10.0%,5,50.0%,2.08,4.06,2021.0,2021-01-01
300,Kutter Crawford,BOS,2.0,9,88.1,105.8,13.6,2,22.2%,3,33.3%,22.50,20.46,2021.0,2021-01-01
301,Luis Garcia,HOU,155.1,413,88.1,112.7,15.9,30,7.3%,160,38.7%,3.48,3.89,2021.0,2021-01-01
302,Caleb Baragar,SFG,23.0,67,88.1,106.2,27.2,5,7.5%,26,38.8%,1.57,4.30,2021.0,2021-01-01
303,Cole Sulser,BAL,63.1,161,88.1,113.2,14.9,13,8.1%,64,39.8%,2.70,3.13,2021.0,2021-01-01
304,Clayton Kershaw,LAD,121.2,320,88.1,115.9,9.8,22,6.9%,118,36.9%,3.55,3.15,2021.0,2021-01-01
305,Tyler Clippard,ARI,25.1,76,88.1,108.1,23.5,9,11.8%,29,38.2%,3.20,5.92,2021.0,2021-01-01
306,Ben Rowen,LAA,11.1,37,88.1,110.0,16.2,4,10.8%,11,29.7%,5.56,4.24,2021.0,2021-01-01
307,Edgar Santana,ATL,42.2,130,88.1,109.1,7.8,8,6.2%,50,38.5%,3.59,4.18,2021.0,2021-01-01
308,Colten Brewer,BOS,1.0,5,88.1,104.3,-7.8,0,0.0%,3,60.0%,36.00,11.27,2021.0,2021-01-01
309,Hector Santiago,SEA,26.1,76,88.1,111.0,12.2,2,2.6%,29,38.2%,3.42,2.79,2021.0,2021-01-01
310,David Paulino,PHI,2.0,9,88.1,106.5,32.8,2,22.2%,3,33.3%,9.00,10.93,2021.0,2021-01-01
311,Charlie Morton,ATL,185.2,465,88.1,115.5,7.7,23,4.9%,151,32.5%,3.34,3.32,2021.0,2021-01-01
312,Marco Gonzales,SEA,143.1,430,88.1,116.5,20.6,49,11.4%,159,37.0%,3.96,5.02,2021.0,2021-01-01
313,Aaron Loup,NYM,56.2,141,88.1,110.1,9.1,3,2.1%,52,36.9%,0.95,3.13,2021.0,2021-01-01
314,Logan Webb,SFG,148.1,394,88.1,115.0,-0.5,22,5.6%,153,38.8%,3.03,3.18,2021.0,2021-01-01
315,Jeurys Familia,NYM,59.1,161,88.1,111.4,4.9,10,6.2%,63,39.1%,3.94,3.73,2021.0,2021-01-01
316,Dan Altavilla,SDP,1.1,3,88.1,113.5,36.0,1,33.3%,1,33.3%,6.75,10.11,2021.0,2021-01-01
317,Nick Tropeano,- - -,8.0,29,88.1,113.7,17.7,1,3.4%,9,31.0%,2.25,5.09,2021.0,2021-01-01
318,Tommy Nance,CHC,28.2,81,88.1,109.2,1.9,6,7.4%,34,42.0%,7.22,4.99,2021.0,2021-01-01
319,John Schreiber,BOS,3.0,7,88.1,105.9,17.4,0,0.0%,4,57.1%,3.00,4.06,2021.0,2021-01-01
320,Asdrubal Cabrera,ARI,1.1,4,88.2,103.3,14.7,0,0.0%,2,50.0%,0.00,5.47,2021.0,2021-01-01
321,Brad Hand,- - -,64.2,185,88.2,114.2,14.4,16,8.6%,68,36.8%,3.90,4.66,2021.0,2021-01-01
322,Yu Darvish,SDP,166.1,430,88.2,113.5,16.6,38,8.8%,151,35.1%,4.22,3.32,2021.0,2021-01-01
323,Chris Rodriguez,LAA,29.2,86,88.2,113.0,3.6,3,3.5%,31,36.0%,3.64,3.50,2021.0,2021-01-01
324,Adam Wainwright,STL,206.1,595,88.2,112.2,10.0,37,6.2%,209,35.1%,3.05,3.84,2021.0,2021-01-01
325,Spencer Turnbull,DET,50.0,140,88.2,116.2,6.2,7,5.0%,47,33.6%,2.88,3.01,2021.0,2021-01-01
326,Tony Gonsolin,LAD,55.2,140,88.2,116.6,16.7,10,7.1%,49,35.0%,3.23,3.63,2021.0,2021-01-01
327,Ty Tice,- - -,8.0,27,88.2,108.8,18.2,3,11.1%,9,33.3%,4.50,6.72,2021.0,2021-01-01
328,Darwinzon Hernandez,BOS,40.0,92,88.2,114.1,10.9,5,5.4%,35,38.0%,3.38,4.48,2021.0,2021-01-01
329,Pedro Baez,HOU,4.1,9,88.2,107.4,14.1,2,22.2%,5,55.6%,2.08,3.70,2021.0,2021-01-01
330,Spencer Howard,- - -,49.2,147,88.2,110.0,16.7,11,7.5%,52,35.4%,7.43,4.66,2021.0,2021-01-01
331,Anthony Bender,MIA,61.1,150,88.2,111.3,6.6,9,6.0%,51,34.0%,2.79,3.03,2021.0,2021-01-01
332,Max Kranick,PIT,38.2,127,88.2,112.9,21.4,3,2.4%,42,33.1%,6.28,4.57,2021.0,2021-01-01
333,Walker Buehler,LAD,207.2,545,88.2,114.4,11.1,37,6.8%,201,36.9%,2.47,3.08,2021.0,2021-01-01
334,Jon Lester,- - -,141.1,478,88.3,116.0,10.4,37,7.7%,178,37.2%,4.71,5.12,2021.0,2021-01-01
335,Brad Boxberger,MIL,64.2,152,88.3,112.6,19.2,10,6.6%,53,34.9%,3.34,3.42,2021.0,2021-01-01
336,Dallas Keuchel,CHW,162.0,559,88.3,115.6,5.0,50,8.9%,222,39.7%,5.28,6.15,2021.0,2021-01-01
337,Rich Hill,- - -,158.2,440,88.3,114.3,18.0,39,8.9%,153,34.8%,3.86,4.45,2021.0,2021-01-01
338,Alec Mills,CHC,119.0,389,88.3,111.9,7.8,19,4.9%,152,39.1%,5.07,4.79,2021.0,2021-01-01
339,Aaron Slegers,LAA,31.0,108,88.3,110.8,5.0,7,6.5%,44,40.7%,6.97,4.99,2021.0,2021-01-01
340,Shane Baz,TBR,13.1,28,88.3,111.7,20.3,3,10.7%,9,32.1%,2.03,2.51,2021.0,2021-01-01
341,Ian Anderson,ATL,128.1,357,88.3,117.3,6.4,34,9.5%,138,38.7%,3.58,4.27,2021.0,2021-01-01
342,Paul Sewald,SEA,64.2,136,88.3,112.8,21.1,17,12.5%,54,39.7%,3.06,2.85,2021.0,2021-01-01
343,Janson Junk,LAA,16.1,59,88.3,116.1,13.9,7,11.9%,20,33.9%,3.86,6.27,2021.0,2021-01-01
344,Scott Barlow,KCR,74.1,185,88.3,119.0,14.7,15,8.1%,67,36.2%,2.42,3.32,2021.0,2021-01-01
345,Aaron Civale,CLE,124.1,364,88.3,116.7,12.1,30,8.2%,143,39.3%,3.84,4.76,2021.0,2021-01-01
346,Austin Warren,LAA,20.1,58,88.3,107.8,10.0,3,5.2%,23,39.7%,1.77,2.37,2021.0,2021-01-01
347,Cody Ponce,PIT,38.1,131,88.3,110.9,11.6,14,10.7%,50,38.2%,7.04,5.12,2021.0,2021-01-01
348,Genesis Cabrera,STL,70.0,178,88.3,112.7,13.2,10,5.6%,62,34.8%,3.73,3.68,2021.0,2021-01-01
349,Ross Detwiler,- - -,52.1,139,88.3,112.1,15.3,17,12.2%,52,37.4%,4.64,4.24,2021.0,2021-01-01
350,Diego Castillo,- - -,58.1,136,88.3,113.3,10.9,11,8.1%,52,38.2%,2.78,2.79,2021.0,2021-01-01
351,Aaron Bummer,CHW,56.1,134,88.3,110.9,-10.6,4,3.0%,56,41.8%,3.51,2.58,2021.0,2021-01-01
352,Trevor Cahill,PIT,37.0,119,88.3,113.5,6.9,8,6.7%,48,40.3%,6.57,4.79,2021.0,2021-01-01
353,Joakim Soria,- - -,37.1,106,88.3,109.3,18.2,8,7.5%,41,38.7%,5.06,3.98,2021.0,2021-01-01
354,Josiah Gray,- - -,70.2,196,88.3,110.9,22.1,24,12.2%,71,36.2%,5.48,4.51,2021.0,2021-01-01
355,Zack Greinke,HOU,171.0,539,88.3,113.2,10.6,35,6.5%,191,35.4%,4.16,4.35,2021.0,2021-01-01
356,Grant Dayton,ATL,13.0,41,88.3,109.0,17.2,2,4.9%,16,39.0%,6.23,4.35,2021.0,2021-01-01
357,Phillips Valdez,BOS,40.0,116,88.3,118.0,5.0,7,6.0%,42,36.2%,5.85,4.69,2021.0,2021-01-01
358,Michael Kopech,CHW,69.1,157,88.3,110.3,18.6,14,8.9%,53,33.8%,3.50,2.83,2021.0,2021-01-01
359,Shohei Ohtani,LAA,130.1,323,88.4,112.7,11.7,23,7.1%,129,39.9%,3.18,3.32,2021.0,2021-01-01
360,Caleb Thielbar,MIN,64.0,166,88.4,113.5,20.8,20,12.0%,65,39.2%,3.23,3.89,2021.0,2021-01-01
361,Kyle Freeland,COL,120.2,368,88.4,116.0,11.4,30,8.2%,130,35.3%,4.33,4.18,2021.0,2021-01-01
362,Paul Fry,BAL,47.1,116,88.4,113.2,11.0,7,6.0%,39,33.6%,6.08,4.15,2021.0,2021-01-01
363,Noe Ramirez,- - -,36.0,103,88.4,105.8,24.9,5,4.9%,29,28.2%,3.00,2.94,2021.0,2021-01-01
364,Craig Stammen,SDP,88.1,256,88.4,109.4,8.1,15,5.9%,92,35.9%,3.06,3.45,2021.0,2021-01-01
365,Jose Marte,LAA,4.0,10,88.4,112.1,1.8,2,20.0%,5,50.0%,9.00,6.27,2021.0,2021-01-01
366,Johnny Cueto,SFG,114.2,358,88.4,112.0,14.1,23,6.4%,136,38.0%,4.08,4.92,2021.0,2021-01-01
367,Jose Berrios,- - -,192.0,517,88.4,115.5,12.4,47,9.1%,198,38.3%,3.52,4.09,2021.0,2021-01-01
368,Tyler Alexander,DET,106.1,332,88.4,117.7,18.0,28,8.4%,130,39.2%,3.81,4.30,2021.0,2021-01-01
369,Adam Eaton,LAA,1.0,5,88.5,101.5,9.7,0,0.0%,1,20.0%,0.00,1.28,2021.0,2021-01-01
370,Josh Taylor,BOS,47.2,123,88.5,116.3,12.0,11,8.9%,55,44.7%,3.40,4.21,2021.0,2021-01-01
371,Michael Lorenzen,CIN,29.0,89,88.5,108.4,9.7,3,3.4%,38,42.7%,5.59,3.98,2021.0,2021-01-01
372,Cody Reed,TBR,9.2,28,88.5,107.1,3.8,1,3.6%,9,32.1%,3.72,5.05,2021.0,2021-01-01
373,Taylor Hearn,TEX,104.1,304,88.5,110.9,15.7,24,7.9%,116,38.2%,4.66,4.82,2021.0,2021-01-01
374,Mike Minor,KCR,158.2,474,88.5,114.2,16.5,44,9.3%,169,35.7%,5.05,4.38,2021.0,2021-01-01
375,Brady Singer,KCR,128.1,391,88.5,113.9,7.0,22,5.6%,147,37.6%,4.91,4.54,2021.0,2021-01-01
376,Connor Overton,- - -,15.1,43,88.5,106.2,15.8,1,2.3%,17,39.5%,4.70,4.12,2021.0,2021-01-01
377,John King,TEX,46.0,137,88.5,113.3,-0.9,5,3.6%,54,39.4%,3.52,3.32,2021.0,2021-01-01
378,Jordan Holloway,MIA,36.0,96,88.5,110.8,15.2,8,8.3%,30,31.3%,4.00,4.06,2021.0,2021-01-01
379,Anthony Banda,- - -,33.2,106,88.5,111.6,15.5,5,4.7%,39,36.8%,4.28,3.57,2021.0,2021-01-01
380,Dominic Leone,SFG,53.2,146,88.5,114.6,11.4,6,4.1%,58,39.7%,1.51,3.37,2021.0,2021-01-01
381,Thomas Eshelman,BAL,27.2,104,88.6,112.9,19.0,9,8.7%,35,33.7%,7.16,5.37,2021.0,2021-01-01
382,Trevor May,NYM,62.2,159,88.6,110.6,17.4,12,7.5%,54,34.0%,3.59,2.90,2021.0,2021-01-01
383,Chad Kuhl,PIT,80.1,223,88.6,110.9,11.5,16,7.2%,83,37.2%,4.82,4.79,2021.0,2021-01-01
384,Martin Perez,BOS,114.0,367,88.6,112.7,10.2,34,9.3%,154,42.0%,4.74,5.54,2021.0,2021-01-01
385,Jordan Sheffield,COL,29.1,81,88.6,107.0,13.9,5,6.2%,31,38.3%,3.38,3.76,2021.0,2021-01-01
386,Austin Voth,WSN,57.1,160,88.6,111.4,15.4,18,11.3%,66,41.3%,5.34,6.11,2021.0,2021-01-01
387,Dillon Peters,PIT,26.2,83,88.6,110.8,10.7,8,9.6%,34,41.0%,3.71,4.42,2021.0,2021-01-01
388,Kirby Snead,TOR,7.2,20,88.6,109.5,12.7,1,5.0%,8,40.0%,2.35,5.92,2021.0,2021-01-01
389,Jose Urquidy,HOU,107.0,312,88.6,111.4,20.6,29,9.3%,112,35.9%,3.62,3.98,2021.0,2021-01-01
390,Daniel Bard,COL,65.2,181,88.6,111.0,12.7,10,5.5%,72,39.8%,5.21,4.21,2021.0,2021-01-01
391,Luis Madero,MIA,12.0,43,88.7,109.6,29.9,7,16.3%,17,39.5%,9.00,6.94,2021.0,2021-01-01
392,Mitch White,LAD,46.2,131,88.7,111.6,9.3,10,7.6%,49,37.4%,3.66,3.70,2021.0,2021-01-01
393,Ben Bowden,COL,35.2,113,88.7,112.5,22.6,12,10.6%,41,36.3%,6.56,4.57,2021.0,2021-01-01
394,Seth Martinez,HOU,3.0,10,88.7,105.1,15.9,2,20.0%,5,50.0%,15.00,8.31,2021.0,2021-01-01
395,Geoff Hartlieb,- - -,9.0,27,88.7,105.6,10.0,1,3.7%,9,33.3%,11.00,5.80,2021.0,2021-01-01
396,Michael King,NYY,63.1,183,88.7,117.2,7.4,14,7.7%,79,43.2%,3.55,4.76,2021.0,2021-01-01
397,Gerrit Cole,NYY,181.1,440,88.7,114.1,12.5,43,9.8%,170,38.6%,3.23,3.10,2021.0,2021-01-01
398,Sammy Long,SFG,40.2,120,88.7,113.6,15.1,7,5.8%,44,36.7%,5.53,4.18,2021.0,2021-01-01
399,Lewis Thorpe,MIN,15.1,53,88.7,112.2,8.2,4,7.5%,25,47.2%,4.70,5.09,2021.0,2021-01-01
400,Will Smith,ATL,68.0,163,88.7,115.7,20.7,15,9.2%,67,41.1%,3.44,3.37,2021.0,2021-01-01
401,Kris Bubic,KCR,130.0,376,88.8,112.6,9.1,34,9.0%,149,39.6%,4.43,5.30,2021.0,2021-01-01
402,Daulton Jefferies,OAK,15.0,45,88.8,108.4,6.2,3,6.7%,16,35.6%,3.60,3.92,2021.0,2021-01-01
403,Bryan Shaw,CLE,77.1,224,88.8,113.2,8.5,16,7.1%,86,38.4%,3.49,4.54,2021.0,2021-01-01
404,Stephen Nogosek,NYM,3.0,7,88.8,107.6,14.6,2,28.6%,2,28.6%,6.00,4.89,2021.0,2021-01-01
405,Glenn Otto,TEX,23.1,73,88.8,108.6,9.8,6,8.2%,27,37.0%,9.26,5.19,2021.0,2021-01-01
406,Kyle Gibson,- - -,182.0,527,88.8,113.6,7.4,26,4.9%,206,39.1%,3.71,3.84,2021.0,2021-01-01
407,Reid Detmers,LAA,20.2,69,88.8,107.6,18.4,8,11.6%,23,33.3%,7.40,5.62,2021.0,2021-01-01
408,Garrett Crochet,CHW,54.1,137,88.8,117.4,14.2,6,4.4%,53,38.7%,2.82,3.30,2021.0,2021-01-01
409,Madison Bumgarner,ARI,146.1,439,88.8,112.0,18.5,33,7.5%,168,38.3%,4.67,4.32,2021.0,2021-01-01
410,Riley O'Brien,CIN,1.1,4,88.8,111.5,-9.5,2,50.0%,2,50.0%,13.50,28.84,2021.0,2021-01-01
411,Wil Crowe,PIT,116.2,350,88.8,112.6,13.7,33,9.4%,130,37.1%,5.48,5.26,2021.0,2021-01-01
412,Drew Smyly,ATL,126.2,386,88.8,111.6,14.9,39,10.1%,149,38.6%,4.48,5.09,2021.0,2021-01-01
413,Kyle Finnegan,WSN,66.0,190,88.9,113.4,9.0,14,7.4%,73,38.4%,3.55,3.76,2021.0,2021-01-01
414,Alex Cobb,LAA,93.1,259,88.9,112.5,3.0,11,4.2%,97,37.5%,3.76,3.95,2021.0,2021-01-01
415,Greg Holland,KCR,55.2,163,88.9,116.0,12.1,23,14.1%,67,41.1%,4.85,5.65,2021.0,2021-01-01
416,Tyler Gilbert,ARI,40.0,118,88.9,112.2,17.4,8,6.8%,40,33.9%,3.15,3.95,2021.0,2021-01-01
417,Enyel De Los Santos,- - -,35.1,103,88.9,113.7,17.6,14,13.6%,42,40.8%,6.37,4.79,2021.0,2021-01-01
418,Anthony Bass,MIA,61.1,175,88.9,111.9,10.7,14,8.0%,70,40.0%,3.82,4.63,2021.0,2021-01-01
419,JT Brubaker,PIT,124.1,362,88.9,115.9,12.6,32,8.8%,140,38.7%,5.36,4.63,2021.0,2021-01-01
