#,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Year,YearDate
700,Dylan Bundy,MIN,.285,0.74,20.1%,34.0%,45.8%,10.3%,11.2%,91,5.85,674,1506,2180,44.3%,31.5%,24.3%,17.4%,50.4%,32.1%,2022.0,2022-01-01
701,Alec Mills,CHC,.350,0.74,19.4%,34.3%,46.3%,12.9%,22.6%,7,3.57,100,202,302,58.2%,25.4%,16.4%,13.4%,41.8%,44.8%,2022.0,2022-01-01
702,Joe Jimenez,DET,.328,0.74,22.3%,33.1%,44.6%,12.9%,6.5%,21,3.34,290,647,937,44.0%,30.5%,25.5%,19.1%,55.3%,25.5%,2022.0,2022-01-01
703,Eric Stout,- - -,.359,0.74,18.2%,34.8%,47.0%,16.1%,6.5%,10,4.03,174,276,450,36.4%,33.3%,30.3%,15.2%,47.0%,37.9%,2022.0,2022-01-01
704,Josh Sborz,TEX,.396,0.74,29.8%,29.8%,40.4%,17.4%,17.4%,10,4.03,165,254,419,28.1%,36.8%,35.1%,8.8%,56.1%,35.1%,2022.0,2022-01-01
705,Tony Santillan,CIN,.379,0.74,29.8%,29.8%,40.4%,13.0%,4.3%,3,1.37,165,243,408,22.0%,40.7%,37.3%,13.6%,52.5%,33.9%,2022.0,2022-01-01
706,Peter Strzelecki,MIL,.289,0.74,26.7%,31.1%,42.2%,2.6%,5.3%,19,4.89,215,390,605,31.5%,42.4%,26.1%,15.2%,51.1%,33.7%,2022.0,2022-01-01
707,Michael Kopech,CHW,.223,0.74,15.9%,35.7%,48.5%,10.7%,9.4%,43,3.24,763,1248,2011,41.3%,34.3%,24.3%,17.0%,54.1%,28.9%,2022.0,2022-01-01
708,Chris Flexen,SEA,.271,0.74,20.2%,33.8%,46.0%,11.0%,8.5%,65,4.25,843,1361,2204,35.3%,37.1%,27.6%,16.3%,52.9%,30.8%,2022.0,2022-01-01
709,Vince Velasquez,CHW,.269,0.73,15.4%,35.7%,48.9%,10.2%,10.2%,43,5.14,454,832,1286,41.3%,36.8%,22.0%,9.9%,53.4%,36.8%,2022.0,2022-01-01
710,Luis Patino,TBR,.299,0.73,11.1%,37.5%,51.4%,8.1%,16.2%,4,1.80,141,247,388,41.1%,37.0%,21.9%,17.8%,50.7%,31.5%,2022.0,2022-01-01
711,Trevor Richards,TOR,.312,0.72,19.1%,34.0%,46.9%,9.2%,11.8%,25,3.52,478,685,1163,36.8%,31.9%,31.3%,11.7%,57.7%,30.7%,2022.0,2022-01-01
712,Bailey Falter,PHI,.292,0.72,24.2%,31.7%,44.0%,8.1%,14.4%,43,4.61,416,879,1295,36.9%,37.3%,25.8%,16.3%,55.6%,28.2%,2022.0,2022-01-01
713,Tyler Glasnow,TBR,.231,0.71,14.3%,35.7%,50.0%,0.0%,14.3%,4,5.40,41,73,114,57.1%,28.6%,14.3%,0.0%,35.7%,64.3%,2022.0,2022-01-01
714,Zack Weiss,LAA,.179,0.71,17.2%,34.5%,48.3%,14.3%,14.3%,6,4.05,81,128,209,46.7%,33.3%,20.0%,13.3%,43.3%,43.3%,2022.0,2022-01-01
715,Corbin Martin,ARI,.338,0.71,28.4%,29.9%,41.8%,0.0%,10.7%,9,3.63,176,253,429,22.1%,45.6%,32.4%,13.2%,38.2%,48.5%,2022.0,2022-01-01
716,Tyler Gilbert,ARI,.234,0.71,21.2%,32.7%,46.0%,5.8%,15.4%,12,3.15,195,369,564,37.7%,36.8%,25.4%,15.8%,48.2%,36.0%,2022.0,2022-01-01
717,Alex Faedo,DET,.335,0.71,24.9%,31.2%,43.9%,10.5%,9.2%,15,2.52,365,602,967,40.8%,37.9%,21.3%,10.3%,54.6%,35.1%,2022.0,2022-01-01
718,Nestor Cortes,NYY,.232,0.71,19.2%,33.5%,47.3%,13.3%,8.2%,94,5.34,795,1670,2465,38.8%,34.2%,26.9%,18.0%,54.4%,27.7%,2022.0,2022-01-01
719,Penn Murfee,SEA,.243,0.71,17.1%,34.3%,48.6%,8.2%,8.2%,30,3.89,314,689,1003,33.0%,31.3%,35.8%,15.9%,60.8%,23.3%,2022.0,2022-01-01
720,Josh Rogers,WSN,.214,0.70,15.7%,34.8%,49.4%,13.6%,13.6%,14,4.78,154,265,419,38.9%,32.2%,28.9%,20.0%,50.0%,30.0%,2022.0,2022-01-01
721,Jordan Weems,WSN,.264,0.70,17.9%,33.9%,48.2%,13.0%,13.0%,11,2.50,245,493,738,36.3%,31.9%,31.9%,10.6%,54.0%,35.4%,2022.0,2022-01-01
722,Connor Brogdon,PHI,.317,0.70,24.6%,31.1%,44.3%,14.8%,11.1%,21,4.30,236,474,710,41.3%,37.3%,21.4%,19.8%,56.3%,23.8%,2022.0,2022-01-01
723,Vladimir Gutierrez,CIN,.339,0.70,18.5%,33.6%,47.9%,8.8%,14.0%,14,3.44,275,409,684,40.0%,33.3%,26.7%,17.5%,52.5%,30.0%,2022.0,2022-01-01
724,Kevin Herget,TBR,.346,0.69,15.4%,34.6%,50.0%,15.4%,0.0%,0,0.00,35,76,111,38.5%,30.8%,30.8%,11.5%,61.5%,26.9%,2022.0,2022-01-01
725,Erik Swanson,SEA,.295,0.69,20.3%,32.5%,47.2%,17.2%,5.2%,24,4.02,279,601,880,34.4%,28.0%,37.6%,29.6%,44.0%,26.4%,2022.0,2022-01-01
726,Josh Staumont,KCR,.340,0.69,25.5%,30.4%,44.1%,8.9%,6.7%,13,3.11,305,426,731,40.2%,32.4%,27.5%,13.7%,54.9%,31.4%,2022.0,2022-01-01
727,Drew Smith,NYM,.264,0.68,15.1%,34.5%,50.4%,13.3%,15.0%,25,4.89,283,497,780,37.0%,23.5%,39.5%,16.0%,54.6%,29.4%,2022.0,2022-01-01
728,Angel De Jesus,DET,.179,0.68,9.8%,36.6%,53.7%,4.5%,9.1%,2,1.42,68,124,192,39.0%,36.6%,24.4%,14.6%,53.7%,31.7%,2022.0,2022-01-01
729,Jake Odorizzi,- - -,.292,0.68,21.6%,31.7%,46.6%,14.4%,9.2%,46,3.89,656,1142,1798,31.3%,36.8%,31.9%,19.5%,56.2%,24.3%,2022.0,2022-01-01
730,Chase De Jong,PIT,.222,0.67,16.8%,33.5%,49.7%,14.3%,10.2%,29,3.64,454,720,1174,41.9%,35.4%,22.7%,20.2%,53.0%,26.8%,2022.0,2022-01-01
731,Matt Foster,CHW,.289,0.67,22.7%,31.1%,46.2%,14.8%,9.8%,33,6.60,276,492,768,37.3%,23.9%,38.8%,18.7%,55.2%,26.1%,2022.0,2022-01-01
732,Ryan Helsley,STL,.185,0.67,13.7%,34.7%,51.6%,14.1%,9.4%,23,3.20,314,648,962,34.4%,36.8%,28.8%,20.0%,47.2%,32.8%,2022.0,2022-01-01
733,Josiah Gray,WSN,.256,0.67,17.8%,33.0%,49.2%,10.8%,18.6%,68,4.12,1004,1593,2597,43.3%,32.9%,23.8%,21.4%,48.8%,29.8%,2022.0,2022-01-01
734,Triston McKenzie,CLE,.237,0.67,18.4%,32.7%,48.9%,14.0%,10.3%,98,4.61,918,1889,2807,39.6%,34.3%,26.1%,14.5%,52.0%,33.5%,2022.0,2022-01-01
735,Tyler Clippard,WSN,.313,0.67,6.3%,37.5%,56.3%,0.0%,11.1%,2,3.60,44,69,113,47.1%,47.1%,5.9%,11.8%,70.6%,17.6%,2022.0,2022-01-01
736,Robbie Erlin,LAD,.167,0.67,28.6%,28.6%,42.9%,0.0%,33.3%,1,4.50,18,22,40,42.9%,42.9%,14.3%,0.0%,57.1%,42.9%,2022.0,2022-01-01
737,Whit Merrifield,TOR,.250,0.67,0.0%,40.0%,60.0%,0.0%,33.3%,0,0.00,2,11,13,0.0%,80.0%,20.0%,20.0%,20.0%,60.0%,2022.0,2022-01-01
738,Parker Markel,OAK,.200,0.67,0.0%,40.0%,60.0%,0.0%,0.0%,0,0.00,33,28,61,40.0%,20.0%,40.0%,0.0%,40.0%,60.0%,2022.0,2022-01-01
739,Nicky Lopez,KCR,.250,0.67,16.7%,33.3%,50.0%,0.0%,66.7%,0,0.00,9,7,16,66.7%,0.0%,33.3%,0.0%,16.7%,83.3%,2022.0,2022-01-01
740,Stephen Nogosek,NYM,.258,0.67,16.7%,33.3%,50.0%,9.1%,12.1%,15,6.14,131,246,377,36.4%,37.9%,25.8%,18.2%,59.1%,22.7%,2022.0,2022-01-01
741,Rony Garcia,DET,.235,0.67,22.0%,31.2%,46.8%,12.1%,13.6%,29,5.12,341,544,885,38.3%,39.0%,22.7%,14.9%,50.4%,34.8%,2022.0,2022-01-01
742,Kutter Crawford,BOS,.322,0.67,21.9%,31.3%,46.9%,9.5%,11.4%,28,3.26,469,827,1296,40.7%,36.3%,23.0%,14.6%,47.8%,37.6%,2022.0,2022-01-01
743,Dauri Moreta,CIN,.234,0.67,18.3%,32.7%,49.0%,15.7%,19.6%,13,3.05,232,381,613,46.2%,37.5%,16.3%,19.2%,47.1%,33.7%,2022.0,2022-01-01
744,Reiss Knehr,SDP,.250,0.67,26.8%,29.3%,43.9%,11.1%,5.6%,6,3.95,97,145,242,36.6%,36.6%,26.8%,12.2%,46.3%,41.5%,2022.0,2022-01-01
745,Jeremiah Estrada,CHC,.385,0.67,28.6%,28.6%,42.9%,0.0%,16.7%,1,1.59,43,74,117,50.0%,0.0%,50.0%,21.4%,28.6%,50.0%,2022.0,2022-01-01
746,Kaleb Ort,BOS,.360,0.66,22.7%,30.7%,46.6%,14.6%,9.8%,12,3.81,189,340,529,36.7%,27.8%,35.6%,16.7%,51.1%,32.2%,2022.0,2022-01-01
747,Taylor Widener,ARI,.345,0.66,20.0%,31.7%,48.3%,17.2%,6.9%,8,4.15,106,223,329,40.0%,25.0%,35.0%,18.3%,51.7%,30.0%,2022.0,2022-01-01
748,Sam Selman,OAK,.255,0.65,15.7%,33.3%,51.0%,3.8%,15.4%,12,5.89,106,189,295,43.1%,27.5%,29.4%,15.7%,54.9%,29.4%,2022.0,2022-01-01
749,Robert Dugger,- - -,.372,0.65,28.3%,28.3%,43.5%,15.0%,15.0%,8,4.50,103,181,284,39.1%,34.8%,26.1%,19.6%,41.3%,39.1%,2022.0,2022-01-01
750,Colin Poche,TBR,.238,0.65,19.1%,31.8%,49.0%,16.9%,14.3%,36,5.52,339,635,974,41.1%,31.0%,27.8%,24.7%,49.4%,25.9%,2022.0,2022-01-01
751,Adrian Morejon,SDP,.273,0.65,17.6%,32.4%,50.0%,11.8%,7.8%,18,4.76,182,358,540,36.9%,35.0%,28.2%,14.6%,54.4%,31.1%,2022.0,2022-01-01
752,Tyler Thornburg,- - -,.250,0.65,16.4%,32.8%,50.8%,12.9%,3.2%,4,1.89,155,207,362,39.3%,36.1%,24.6%,13.1%,60.7%,26.2%,2022.0,2022-01-01
753,Tyler Matzek,ATL,.202,0.64,15.7%,33.0%,51.3%,8.5%,5.1%,19,3.92,276,437,713,35.0%,41.0%,23.9%,14.5%,59.0%,26.5%,2022.0,2022-01-01
754,Trevor May,NYM,.338,0.64,25.0%,29.2%,45.8%,12.1%,12.1%,15,5.40,177,288,465,48.6%,31.9%,19.4%,15.3%,54.2%,30.6%,2022.0,2022-01-01
755,Max Scherzer,NYM,.276,0.63,19.4%,31.1%,49.6%,13.2%,7.5%,74,4.58,687,1480,2167,37.8%,34.7%,27.5%,22.7%,50.4%,26.9%,2022.0,2022-01-01
756,Tanner Rainey,WSN,.284,0.63,17.7%,31.6%,50.6%,17.5%,12.5%,6,1.80,185,336,521,26.6%,35.4%,38.0%,19.0%,44.3%,36.7%,2022.0,2022-01-01
757,Josh Hader,- - -,.333,0.62,23.9%,29.2%,46.9%,13.2%,15.1%,3,0.54,349,594,943,36.3%,34.5%,29.2%,21.2%,48.7%,30.1%,2022.0,2022-01-01
758,Louis Head,- - -,.318,0.62,24.4%,28.9%,46.7%,9.5%,9.5%,13,4.08,213,333,546,48.4%,30.8%,20.9%,13.2%,48.4%,38.5%,2022.0,2022-01-01
759,Caleb Thielbar,MIN,.324,0.61,22.6%,29.5%,47.9%,15.7%,7.1%,26,3.94,302,694,996,38.1%,26.5%,35.4%,24.5%,54.4%,21.1%,2022.0,2022-01-01
760,Adam Oller,OAK,.279,0.61,17.0%,31.6%,51.4%,12.6%,13.4%,22,2.66,501,793,1294,43.8%,33.3%,22.9%,14.9%,50.6%,34.5%,2022.0,2022-01-01
761,J.P. Feyereisen,TBR,.125,0.61,10.7%,33.9%,55.4%,19.4%,0.0%,12,4.44,121,223,344,33.9%,41.1%,25.0%,21.4%,46.4%,32.1%,2022.0,2022-01-01
762,Kolby Allard,TEX,.231,0.61,26.2%,27.9%,45.9%,10.7%,32.1%,9,3.86,106,193,299,54.1%,27.9%,18.0%,11.5%,54.1%,34.4%,2022.0,2022-01-01
763,Connor Seabold,BOS,.476,0.61,22.1%,29.4%,48.5%,12.1%,15.2%,7,3.44,133,237,370,42.6%,35.3%,22.1%,20.6%,48.5%,30.9%,2022.0,2022-01-01
764,Hunter Greene,CIN,.281,0.60,22.1%,29.3%,48.5%,12.1%,16.1%,49,3.51,803,1397,2200,39.8%,32.7%,27.5%,13.9%,53.7%,32.4%,2022.0,2022-01-01
765,Robert Stephenson,- - -,.317,0.60,24.0%,28.6%,47.4%,10.8%,12.0%,43,6.67,296,618,914,38.4%,33.3%,28.2%,14.1%,45.2%,40.7%,2022.0,2022-01-01
766,Paul Sewald,SEA,.158,0.60,18.4%,30.6%,51.0%,20.0%,13.3%,12,1.69,336,638,974,40.9%,28.2%,30.9%,26.2%,44.3%,29.5%,2022.0,2022-01-01
767,Eli Morgan,CLE,.226,0.60,19.0%,30.4%,50.6%,10.6%,11.8%,26,3.51,324,693,1017,39.1%,32.0%,29.0%,17.2%,52.1%,30.8%,2022.0,2022-01-01
768,Thomas Szapucki,- - -,.361,0.60,23.8%,28.6%,47.6%,10.0%,30.0%,5,3.00,112,179,291,50.0%,23.8%,26.2%,4.8%,54.8%,40.5%,2022.0,2022-01-01
769,Jose Quijada,LAA,.225,0.60,11.7%,33.0%,55.3%,15.4%,9.6%,13,2.88,246,445,691,30.9%,42.6%,26.6%,22.3%,53.2%,24.5%,2022.0,2022-01-01
770,Reyes Moronta,- - -,.255,0.59,14.9%,31.7%,53.5%,13.0%,9.3%,16,3.82,244,397,641,37.9%,31.1%,31.1%,23.3%,48.5%,28.2%,2022.0,2022-01-01
771,Zach Logue,OAK,.306,0.59,19.4%,29.8%,50.8%,13.4%,13.4%,20,3.16,386,636,1022,44.6%,30.6%,24.9%,20.2%,46.1%,33.7%,2022.0,2022-01-01
772,Justin Dunn,CIN,.244,0.58,20.0%,29.5%,50.5%,12.5%,22.9%,19,5.52,219,321,540,43.3%,28.9%,27.8%,14.4%,43.3%,42.3%,2022.0,2022-01-01
773,Cam Vieaux,PIT,.520,0.58,24.0%,28.0%,48.0%,16.7%,16.7%,1,1.04,80,128,208,57.7%,30.8%,11.5%,19.2%,38.5%,42.3%,2022.0,2022-01-01
774,Caleb Smith,ARI,.235,0.58,16.0%,30.9%,53.1%,15.5%,13.6%,25,3.21,459,775,1234,44.7%,30.5%,24.9%,22.8%,46.7%,30.5%,2022.0,2022-01-01
775,Jharel Cotton,- - -,.239,0.57,19.3%,29.4%,51.3%,13.1%,11.5%,22,4.60,261,480,741,40.8%,30.0%,29.2%,12.5%,60.8%,26.7%,2022.0,2022-01-01
776,Kirby Yates,ATL,.200,0.57,0.0%,36.4%,63.6%,7.1%,14.3%,6,7.71,59,78,137,36.4%,27.3%,36.4%,9.1%,59.1%,31.8%,2022.0,2022-01-01
777,Harold Castro,DET,.400,0.57,26.7%,26.7%,46.7%,0.0%,0.0%,0,0.00,16,34,50,46.7%,46.7%,6.7%,0.0%,53.3%,46.7%,2022.0,2022-01-01
778,Sheldon Neuse,OAK,.083,0.57,8.3%,33.3%,58.3%,0.0%,0.0%,0,0.00,12,21,33,25.0%,50.0%,25.0%,0.0%,33.3%,66.7%,2022.0,2022-01-01
779,Andrew Wantz,LAA,.240,0.57,18.0%,29.7%,52.3%,9.0%,11.9%,14,2.50,310,521,831,37.2%,30.2%,32.6%,17.8%,50.4%,31.8%,2022.0,2022-01-01
780,Tyler Holton,ARI,.241,0.56,16.7%,30.0%,53.3%,12.5%,6.3%,5,5.00,60,99,159,36.7%,50.0%,13.3%,16.7%,56.7%,26.7%,2022.0,2022-01-01
781,Alexis Diaz,CIN,.178,0.56,15.2%,30.3%,54.5%,5.6%,6.9%,20,2.83,396,681,1077,35.8%,38.8%,25.4%,17.9%,59.0%,23.1%,2022.0,2022-01-01
782,Jeremy Beasley,TOR,.294,0.55,18.4%,28.9%,52.6%,5.0%,20.0%,5,3.00,98,173,271,31.6%,34.2%,34.2%,10.5%,55.3%,34.2%,2022.0,2022-01-01
783,Andrew Bellatti,PHI,.347,0.55,22.6%,27.4%,50.0%,9.7%,8.1%,25,4.14,372,591,963,45.2%,34.9%,19.8%,18.3%,54.0%,27.8%,2022.0,2022-01-01
784,Kyle Barraclough,LAA,.292,0.55,29.2%,25.0%,45.8%,9.1%,0.0%,0,0.00,53,86,139,45.8%,37.5%,16.7%,4.2%,54.2%,41.7%,2022.0,2022-01-01
785,Kenley Jansen,ATL,.259,0.54,15.0%,29.9%,55.1%,12.3%,9.9%,14,1.97,312,694,1006,42.4%,29.1%,28.5%,20.5%,53.0%,26.5%,2022.0,2022-01-01
786,Bailey Ober,MIN,.277,0.54,21.0%,27.8%,51.2%,8.4%,4.8%,26,4.18,283,571,854,38.0%,36.2%,25.8%,14.1%,55.2%,30.7%,2022.0,2022-01-01
787,Jose Leclerc,TEX,.243,0.54,16.7%,29.2%,54.2%,23.1%,7.7%,15,2.83,309,473,782,49.2%,31.7%,19.2%,22.5%,44.2%,33.3%,2022.0,2022-01-01
788,Jeff Hoffman,CIN,.289,0.54,18.3%,28.6%,53.2%,14.9%,7.5%,38,7.66,339,509,848,42.9%,31.7%,25.4%,19.0%,46.8%,34.1%,2022.0,2022-01-01
789,Heath Hembree,- - -,.299,0.53,28.8%,24.7%,46.6%,14.7%,17.6%,7,2.86,154,242,396,39.7%,35.6%,24.7%,13.7%,53.4%,32.9%,2022.0,2022-01-01
790,Rico Garcia,BAL,.214,0.53,13.3%,30.0%,56.7%,11.8%,11.8%,0,0.00,49,87,136,26.7%,43.3%,30.0%,20.0%,60.0%,20.0%,2022.0,2022-01-01
791,Anthony Gose,CLE,.244,0.52,22.4%,26.5%,51.0%,16.0%,16.0%,17,7.29,157,232,389,38.8%,42.9%,18.4%,12.2%,49.0%,38.8%,2022.0,2022-01-01
792,Keynan Middleton,ARI,.244,0.52,22.4%,26.5%,51.0%,16.0%,20.0%,21,11.12,72,169,241,38.0%,28.0%,34.0%,22.0%,40.0%,38.0%,2022.0,2022-01-01
793,Tommy Milone,SEA,.189,0.52,16.1%,28.6%,55.4%,9.7%,12.9%,5,2.70,87,151,238,43.9%,35.1%,21.1%,15.8%,45.6%,38.6%,2022.0,2022-01-01
794,Joe Ryan,MIN,.253,0.51,18.2%,27.7%,54.1%,16.1%,9.5%,73,4.47,793,1598,2391,36.6%,34.6%,28.8%,20.2%,49.2%,30.6%,2022.0,2022-01-01
795,Ian Kennedy,ARI,.299,0.51,27.4%,24.4%,48.2%,12.7%,13.9%,17,3.04,301,566,867,34.1%,36.6%,29.3%,12.8%,47.0%,40.2%,2022.0,2022-01-01
796,Arodys Vizcaino,KCR,.167,0.50,21.1%,26.3%,52.6%,10.0%,10.0%,2,3.18,56,59,115,26.3%,36.8%,36.8%,10.5%,42.1%,47.4%,2022.0,2022-01-01
797,Tucker Barnhart,DET,.600,0.50,40.0%,20.0%,40.0%,50.0%,0.0%,0,0.00,5,12,17,20.0%,60.0%,20.0%,20.0%,40.0%,40.0%,2022.0,2022-01-01
798,Andrelton Simmons,CHC,.625,0.50,25.0%,25.0%,50.0%,25.0%,0.0%,0,0.00,12,13,25,75.0%,12.5%,12.5%,25.0%,37.5%,37.5%,2022.0,2022-01-01
799,R.J. Alvarez,NYM,.333,0.50,25.0%,25.0%,50.0%,0.0%,50.0%,0,0.00,19,32,51,87.5%,0.0%,12.5%,0.0%,62.5%,37.5%,2022.0,2022-01-01
800,Giovanny Gallegos,STL,.261,0.50,17.6%,27.5%,54.9%,11.5%,7.7%,22,3.36,328,660,988,39.6%,36.1%,24.3%,16.0%,54.2%,29.9%,2022.0,2022-01-01
801,Jimmy Yacabonis,- - -,.444,0.50,25.0%,25.0%,50.0%,0.0%,20.0%,11,7.07,116,176,292,35.0%,47.5%,17.5%,7.5%,52.5%,40.0%,2022.0,2022-01-01
802,Jack Mayfield,LAA,.250,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,0,0.00,5,8,13,25.0%,50.0%,25.0%,50.0%,50.0%,0.0%,2022.0,2022-01-01
803,Mike Ford,ATL,.000,0.50,25.0%,25.0%,50.0%,50.0%,50.0%,0,0.00,7,8,15,50.0%,25.0%,25.0%,25.0%,50.0%,25.0%,2022.0,2022-01-01
804,Reese McGuire,BOS,.000,0.50,0.0%,33.3%,66.7%,0.0%,0.0%,1,9.00,1,6,7,0.0%,33.3%,66.7%,0.0%,33.3%,66.7%,2022.0,2022-01-01
805,Luis Torrens,SEA,.222,0.50,10.0%,30.0%,60.0%,16.7%,16.7%,2,9.00,12,22,34,30.0%,60.0%,10.0%,30.0%,20.0%,50.0%,2022.0,2022-01-01
806,Sam Howard,PIT,.200,0.50,0.0%,33.3%,66.7%,0.0%,25.0%,1,4.50,26,32,58,0.0%,66.7%,33.3%,33.3%,50.0%,16.7%,2022.0,2022-01-01
807,Max Schrock,CIN,.625,0.50,70.0%,10.0%,20.0%,0.0%,100.0%,3,27.00,8,18,26,40.0%,40.0%,20.0%,0.0%,40.0%,60.0%,2022.0,2022-01-01
808,Cody Stashak,MIN,.306,0.50,22.0%,26.0%,52.0%,15.4%,3.8%,14,7.71,66,161,227,44.0%,34.0%,22.0%,22.0%,48.0%,30.0%,2022.0,2022-01-01
809,Ronel Blanco,HOU,.368,0.50,40.0%,20.0%,40.0%,0.0%,12.5%,2,2.84,45,75,120,25.0%,35.0%,40.0%,25.0%,40.0%,35.0%,2022.0,2022-01-01
810,Ryan McKenna,BAL,.556,0.50,33.3%,22.2%,44.4%,0.0%,0.0%,0,0.00,11,20,31,44.4%,33.3%,22.2%,0.0%,66.7%,33.3%,2022.0,2022-01-01
811,Kenny Rosenberg,LAA,.250,0.50,27.3%,24.2%,48.5%,0.0%,6.3%,3,2.53,73,120,193,45.5%,27.3%,27.3%,21.2%,63.6%,15.2%,2022.0,2022-01-01
812,Aneurys Zabala,MIA,.375,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,1,3.38,16,27,43,25.0%,50.0%,25.0%,0.0%,62.5%,37.5%,2022.0,2022-01-01
813,Max Kranick,PIT,.250,0.50,25.0%,25.0%,50.0%,50.0%,0.0%,4,7.20,37,39,76,41.7%,33.3%,25.0%,41.7%,58.3%,0.0%,2022.0,2022-01-01
814,Easton McGee,TBR,.308,0.50,30.8%,23.1%,46.2%,0.0%,0.0%,0,0.00,15,31,46,38.5%,30.8%,30.8%,0.0%,84.6%,15.4%,2022.0,2022-01-01
815,Jared Solomon,CIN,.238,0.50,12.5%,29.2%,58.3%,14.3%,21.4%,1,1.08,60,97,157,25.0%,50.0%,25.0%,8.3%,62.5%,29.2%,2022.0,2022-01-01
816,Nicklaus Snyder,TEX,.250,0.50,25.0%,25.0%,50.0%,50.0%,0.0%,0,0.00,17,16,33,75.0%,0.0%,25.0%,50.0%,25.0%,25.0%,2022.0,2022-01-01
