#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
410,Adam Cimber,TOR,70.2,28.4%,66.6%,50.8%,72.4%,84.3%,81.5%,58.5%,21.6,2022.0,2022-01-01
411,Marcos Diplan,BAL,5.2,28.4%,61.8%,43.4%,73.7%,88.2%,83.0%,45.1%,24.9,2022.0,2022-01-01
412,Luis Patino,TBR,20.0,28.3%,70.4%,50.0%,64.2%,87.1%,80.8%,51.6%,21.8,2022.0,2022-01-01
413,Dylan Coleman,KCR,68.0,28.3%,61.3%,44.3%,56.3%,77.7%,70.6%,48.5%,23.5,2022.0,2022-01-01
414,Ralph Garza,TBR,35.0,28.3%,65.9%,47.9%,64.3%,89.2%,82.1%,51.9%,22.2,2022.0,2022-01-01
415,Cionel Perez,BAL,57.2,28.3%,64.8%,47.5%,54.5%,84.0%,75.7%,52.6%,26.4,2022.0,2022-01-01
416,Drew Hutchison,DET,105.1,28.3%,68.7%,47.5%,67.6%,88.0%,81.6%,47.4%,23.6,2022.0,2022-01-01
417,Andrew Wantz,LAA,50.1,28.3%,67.4%,46.8%,46.8%,83.8%,72.0%,47.3%,21.6,2022.0,2022-01-01
418,Tyler Alexander,DET,101.0,28.3%,69.2%,50.5%,74.3%,88.6%,84.9%,54.2%,23.0,2022.0,2022-01-01
419,Josh Sborz,TEX,22.1,28.3%,64.3%,43.9%,44.8%,79.5%,66.8%,43.4%,26.8,2022.0,2022-01-01
420,Rich Hill,BOS,124.1,28.3%,62.8%,47.3%,65.6%,85.8%,80.3%,55.0%,20.0,2022.0,2022-01-01
421,Yonny Chirinos,TBR,7.0,28.3%,66.7%,49.0%,53.8%,91.7%,81.6%,54.0%,26.5,2022.0,2022-01-01
422,Calvin Faucher,TBR,21.1,28.3%,57.6%,42.0%,58.5%,85.5%,75.8%,46.9%,24.2,2022.0,2022-01-01
423,Zach Thompson,PIT,121.2,28.3%,67.4%,46.9%,58.8%,86.2%,77.5%,47.6%,24.0,2022.0,2022-01-01
424,Cole Sands,MIN,30.2,28.3%,65.6%,46.3%,60.7%,87.0%,78.7%,48.3%,19.5,2022.0,2022-01-01
425,Aaron Sanchez,- - -,60.0,28.2%,63.8%,47.0%,67.9%,89.4%,83.3%,52.8%,23.2,2022.0,2022-01-01
426,Miguel Yajure,PIT,24.1,28.2%,67.5%,45.9%,56.2%,88.1%,77.3%,45.0%,22.4,2022.0,2022-01-01
427,Ian Anderson,ATL,111.2,28.1%,69.3%,46.8%,52.4%,83.9%,73.6%,45.2%,22.2,2022.0,2022-01-01
428,Brent Suter,MIL,66.2,28.1%,68.0%,46.5%,63.0%,80.2%,74.6%,46.0%,18.1,2022.0,2022-01-01
429,Dusten Knight,TBR,11.0,28.1%,68.8%,48.4%,63.0%,83.3%,77.4%,50.0%,22.9,2022.0,2022-01-01
430,Reiver Sanmartin,CIN,57.0,28.1%,64.3%,45.2%,53.6%,87.2%,76.2%,47.2%,20.7,2022.0,2022-01-01
431,Sean Manaea,SDP,158.0,28.1%,69.0%,51.2%,58.7%,82.1%,76.6%,56.5%,20.4,2022.0,2022-01-01
432,Adrian Morejon,SDP,34.0,28.1%,72.4%,53.7%,62.5%,82.7%,78.3%,57.8%,23.9,2022.0,2022-01-01
433,Jake Odorizzi,- - -,106.1,28.1%,73.1%,50.0%,64.9%,85.2%,79.3%,48.7%,24.1,2022.0,2022-01-01
434,Tanner Scott,MIA,62.2,28.1%,65.1%,45.8%,43.0%,76.8%,66.0%,47.9%,24.2,2022.0,2022-01-01
435,Adrian Martinez,OAK,57.2,28.0%,65.8%,47.5%,57.2%,85.5%,77.4%,51.5%,24.0,2022.0,2022-01-01
436,Tyler Mahle,- - -,120.2,28.0%,63.0%,45.1%,59.3%,83.0%,75.5%,49.0%,22.7,2022.0,2022-01-01
437,Logan Gillaspie,BAL,17.1,28.0%,66.2%,46.9%,70.3%,88.4%,82.9%,49.6%,22.0,2022.0,2022-01-01
438,German Marquez,COL,181.2,28.0%,67.8%,49.4%,50.8%,89.4%,79.3%,53.8%,20.2,2022.0,2022-01-01
439,Eric Lauer,MIL,158.2,28.0%,63.3%,46.5%,67.2%,83.7%,79.0%,52.4%,21.7,2022.0,2022-01-01
440,Nick Sandlin,CLE,44.0,28.0%,65.1%,45.9%,55.1%,83.3%,74.4%,48.4%,21.3,2022.0,2022-01-01
441,Luke Bard,- - -,15.0,28.0%,62.9%,44.8%,62.9%,82.2%,75.9%,48.1%,23.9,2022.0,2022-01-01
442,Brad Keller,KCR,139.2,28.0%,68.5%,48.5%,54.9%,89.7%,79.8%,50.5%,21.0,2022.0,2022-01-01
443,Danny Young,- - -,6.1,28.0%,52.6%,42.9%,57.1%,82.5%,75.9%,60.3%,22.1,2022.0,2022-01-01
444,Anderson Severino,CHW,7.1,28.0%,56.9%,40.6%,42.9%,84.8%,68.5%,43.6%,22.8,2022.0,2022-01-01
445,Dillon Tate,BAL,73.2,28.0%,65.5%,48.7%,57.8%,85.4%,78.3%,55.2%,22.0,2022.0,2022-01-01
446,Dany Jimenez,OAK,34.1,27.9%,58.7%,41.7%,36.1%,84.5%,66.7%,44.9%,27.5,2022.0,2022-01-01
447,Josiah Gray,WSN,148.2,27.9%,62.8%,44.6%,55.7%,84.0%,74.7%,47.7%,25.0,2022.0,2022-01-01
448,Michael Kopech,CHW,119.1,27.9%,62.1%,44.9%,59.2%,86.2%,77.8%,49.6%,24.6,2022.0,2022-01-01
449,Adam Ottavino,NYM,65.2,27.9%,59.8%,44.0%,47.3%,81.9%,71.0%,50.5%,24.9,2022.0,2022-01-01
450,Adonis Medina,NYM,23.2,27.9%,65.7%,47.3%,69.6%,87.9%,82.7%,51.4%,21.9,2022.0,2022-01-01
451,Framber Valdez,HOU,201.1,27.9%,62.9%,46.7%,45.1%,87.4%,75.7%,53.6%,22.4,2022.0,2022-01-01
452,Kirby Yates,ATL,7.0,27.8%,60.3%,41.6%,40.9%,88.6%,70.2%,42.3%,26.4,2022.0,2022-01-01
453,Collin Snider,KCR,34.1,27.8%,61.8%,43.4%,60.2%,90.3%,79.8%,45.8%,22.4,2022.0,2022-01-01
454,Cory Abbott,WSN,48.0,27.8%,69.3%,48.2%,50.0%,85.7%,75.2%,49.0%,23.6,2022.0,2022-01-01
455,Yusei Kikuchi,TOR,100.2,27.8%,66.7%,47.3%,50.8%,80.7%,71.9%,50.1%,24.3,2022.0,2022-01-01
456,Tanner Houck,BOS,60.0,27.8%,67.7%,46.9%,46.6%,84.6%,72.9%,47.9%,24.3,2022.0,2022-01-01
457,Jackson Stephens,ATL,53.2,27.8%,66.6%,48.7%,59.5%,88.5%,80.9%,53.9%,23.7,2022.0,2022-01-01
458,Vince Velasquez,CHW,75.1,27.8%,67.7%,48.3%,58.4%,82.1%,75.4%,51.4%,25.7,2022.0,2022-01-01
459,Noah Syndergaard,- - -,134.2,27.8%,68.0%,49.7%,65.4%,87.2%,81.6%,54.3%,23.3,2022.0,2022-01-01
460,Andrelton Simmons,CHC,1.0,27.8%,71.4%,40.0%,100.0%,80.0%,90.0%,28.0%,10.2,2022.0,2022-01-01
461,Ryan McKenna,BAL,1.1,27.8%,84.6%,51.6%,80.0%,100.0%,93.8%,41.9%,18.0,2022.0,2022-01-01
462,Cooper Criswell,TBR,3.1,27.8%,55.6%,44.4%,60.0%,80.0%,75.0%,60.0%,19.2,2022.0,2022-01-01
463,Graham Ashcraft,CIN,105.0,27.8%,69.2%,49.3%,62.1%,90.5%,82.8%,51.8%,22.8,2022.0,2022-01-01
464,Joe Ryan,MIN,147.0,27.8%,70.2%,50.8%,58.2%,83.7%,77.3%,54.2%,21.9,2022.0,2022-01-01
465,Matt Manning,DET,63.0,27.7%,67.4%,49.5%,66.1%,86.1%,81.0%,54.8%,21.5,2022.0,2022-01-01
466,Ian Gibaut,- - -,36.0,27.7%,61.1%,44.8%,64.2%,82.3%,76.8%,51.2%,23.9,2022.0,2022-01-01
467,Seth Martinez,HOU,38.2,27.7%,65.3%,47.0%,63.8%,81.8%,76.6%,51.2%,21.0,2022.0,2022-01-01
468,Jarlin Garcia,SFG,65.0,27.7%,65.5%,48.0%,62.3%,81.5%,76.4%,53.7%,24.3,2022.0,2022-01-01
469,Tyler Kinley,COL,24.0,27.6%,74.8%,53.5%,38.3%,77.9%,68.7%,54.8%,28.6,2022.0,2022-01-01
470,Caleb Ferguson,LAD,34.2,27.6%,64.6%,47.1%,60.5%,81.7%,75.8%,52.6%,25.0,2022.0,2022-01-01
471,Logan Gilbert,SEA,185.2,27.6%,70.1%,50.1%,61.1%,84.5%,78.4%,53.0%,20.7,2022.0,2022-01-01
472,David Peterson,NYM,105.2,27.6%,65.1%,44.4%,45.3%,84.2%,70.9%,44.9%,20.4,2022.0,2022-01-01
473,Silvino Bracho,ATL,4.1,27.6%,69.4%,50.8%,62.5%,84.0%,78.8%,55.4%,25.5,2022.0,2022-01-01
474,Manuel Rodriguez,CHC,13.2,27.6%,75.9%,48.3%,56.3%,90.9%,79.6%,42.9%,23.7,2022.0,2022-01-01
475,Ryan Borucki,- - -,25.1,27.6%,69.0%,47.6%,44.1%,87.7%,74.6%,48.3%,26.0,2022.0,2022-01-01
476,A.J. Puk,OAK,66.1,27.6%,64.5%,47.4%,46.7%,82.7%,73.0%,53.6%,22.6,2022.0,2022-01-01
477,Travis Lakins Sr.,BAL,10.1,27.6%,66.4%,48.1%,70.4%,84.9%,81.0%,52.9%,22.2,2022.0,2022-01-01
478,Ronny Henriquez,MIN,11.2,27.6%,71.1%,47.5%,70.4%,83.1%,79.1%,45.9%,21.9,2022.0,2022-01-01
479,Reid Detmers,LAA,129.0,27.5%,67.1%,48.0%,61.4%,82.7%,76.8%,51.7%,21.1,2022.0,2022-01-01
480,Adam Kolarek,OAK,17.2,27.5%,61.7%,42.6%,81.6%,93.1%,89.0%,44.2%,23.8,2022.0,2022-01-01
481,Daniel Norris,- - -,58.2,27.5%,60.5%,42.9%,44.6%,82.1%,69.3%,46.7%,23.1,2022.0,2022-01-01
482,Javier Assad,CHC,37.2,27.5%,66.7%,46.2%,56.6%,87.7%,78.1%,47.8%,23.0,2022.0,2022-01-01
483,Matt Bush,- - -,59.2,27.5%,61.3%,45.6%,50.0%,81.5%,72.7%,53.5%,23.3,2022.0,2022-01-01
484,Jordan Lyles,BAL,179.0,27.5%,65.2%,46.2%,58.1%,89.3%,79.9%,49.5%,21.8,2022.0,2022-01-01
485,Nick Pivetta,BOS,179.2,27.5%,66.4%,47.5%,63.2%,85.2%,79.0%,51.6%,22.9,2022.0,2022-01-01
486,Michael Lorenzen,LAA,97.2,27.5%,69.0%,47.3%,59.1%,83.9%,76.4%,47.8%,21.2,2022.0,2022-01-01
487,Tyler Duffey,MIN,44.0,27.5%,67.9%,46.8%,59.4%,83.4%,76.1%,47.9%,22.7,2022.0,2022-01-01
488,Robert Gsellman,CHC,15.1,27.5%,70.5%,49.3%,60.7%,85.1%,78.4%,50.7%,19.3,2022.0,2022-01-01
489,Miles Mikolas,STL,202.1,27.4%,64.9%,48.7%,64.7%,88.8%,82.9%,56.7%,20.4,2022.0,2022-01-01
490,Kyle Barraclough,LAA,9.0,27.4%,74.2%,49.6%,35.0%,73.5%,62.3%,47.5%,26.0,2022.0,2022-01-01
491,Matt Brash,SEA,50.2,27.4%,58.1%,42.2%,46.2%,82.5%,70.4%,48.4%,22.1,2022.0,2022-01-01
492,Craig Kimbrel,LAD,60.0,27.4%,62.1%,45.1%,50.0%,82.7%,73.0%,51.2%,26.4,2022.0,2022-01-01
493,Spenser Watkins,BAL,105.1,27.4%,66.0%,47.4%,60.6%,90.2%,82.0%,51.9%,21.2,2022.0,2022-01-01
494,Jandel Gustave,MIL,28.0,27.4%,61.8%,46.1%,70.7%,91.1%,85.6%,54.5%,22.8,2022.0,2022-01-01
495,Shane Baz,TBR,27.0,27.4%,65.1%,47.1%,50.0%,80.1%,71.8%,52.3%,26.0,2022.0,2022-01-01
496,Clarke Schmidt,NYY,57.2,27.4%,64.5%,46.7%,50.8%,83.7%,74.4%,52.0%,24.0,2022.0,2022-01-01
497,Chris Flexen,SEA,137.2,27.4%,72.8%,48.7%,62.2%,87.8%,80.1%,46.9%,22.7,2022.0,2022-01-01
498,Jakob Junis,SFG,112.0,27.3%,60.4%,45.4%,57.0%,87.5%,79.2%,54.6%,19.5,2022.0,2022-01-01
499,Jake Hager,ARI,2.1,27.3%,88.2%,64.3%,100.0%,80.0%,83.3%,60.7%,14.1,2022.0,2022-01-01
500,Jerad Eickhoff,PIT,4.1,27.3%,76.9%,50.6%,50.0%,90.0%,78.6%,47.0%,20.7,2022.0,2022-01-01
501,Steven Wilson,SDP,53.0,27.3%,67.4%,46.8%,55.3%,80.1%,72.7%,48.6%,26.0,2022.0,2022-01-01
502,Beau Brieske,DET,81.2,27.3%,72.1%,50.5%,76.9%,85.7%,83.4%,51.8%,24.7,2022.0,2022-01-01
503,John Schreiber,BOS,65.0,27.3%,65.1%,46.2%,47.5%,80.7%,70.9%,50.0%,24.5,2022.0,2022-01-01
504,Clay Holmes,NYY,63.2,27.3%,65.0%,46.2%,45.9%,83.1%,72.2%,50.2%,26.1,2022.0,2022-01-01
505,Yimi Garcia,TOR,61.0,27.2%,65.3%,47.5%,62.9%,83.1%,77.7%,53.3%,24.6,2022.0,2022-01-01
506,Jeurys Familia,- - -,44.1,27.2%,59.9%,42.7%,53.8%,84.9%,74.5%,47.4%,26.9,2022.0,2022-01-01
507,Tayler Scott,SDP,12.0,27.2%,55.5%,40.4%,45.9%,84.8%,70.9%,46.7%,20.2,2022.0,2022-01-01
508,Marcus Stroman,CHC,138.2,27.2%,62.9%,45.6%,56.4%,89.1%,79.7%,51.6%,21.5,2022.0,2022-01-01
509,Kyle Muller,ATL,12.1,27.2%,64.7%,46.4%,45.2%,85.7%,74.1%,51.1%,19.6,2022.0,2022-01-01
510,Austin Voth,- - -,101.2,27.2%,67.5%,47.9%,59.2%,84.0%,77.1%,51.4%,25.2,2022.0,2022-01-01
511,Ian Kennedy,ARI,50.1,27.2%,69.2%,50.2%,78.3%,83.7%,82.4%,54.7%,25.7,2022.0,2022-01-01
512,Johan Oviedo,- - -,56.0,27.2%,66.7%,48.2%,51.2%,85.9%,76.7%,53.1%,22.4,2022.0,2022-01-01
513,Jesse Chavez,- - -,69.1,27.1%,60.8%,45.5%,69.8%,82.0%,78.7%,54.6%,18.7,2022.0,2022-01-01
514,Danny Coulombe,MIN,12.1,27.1%,69.8%,45.3%,60.0%,77.6%,71.6%,42.7%,26.5,2022.0,2022-01-01
515,Trevor Kelley,MIL,23.2,27.1%,60.7%,43.5%,50.0%,91.2%,78.0%,48.7%,19.9,2022.0,2022-01-01
516,MacKenzie Gore,SDP,70.0,27.1%,65.4%,46.1%,58.5%,85.3%,77.4%,49.7%,23.2,2022.0,2022-01-01
517,Dereck Rodriguez,MIN,7.2,27.1%,62.7%,45.5%,61.5%,84.4%,77.8%,51.5%,24.2,2022.0,2022-01-01
518,Tyler Danish,BOS,40.1,27.1%,60.7%,43.7%,68.1%,89.9%,83.1%,49.4%,21.0,2022.0,2022-01-01
519,Mike Clevinger,SDP,114.1,27.1%,67.2%,48.2%,59.5%,84.1%,77.6%,52.6%,24.8,2022.0,2022-01-01
520,Austin Gomber,COL,124.2,27.0%,69.5%,48.6%,60.2%,87.1%,79.7%,50.8%,20.8,2022.0,2022-01-01
521,Carson Kelly,ARI,4.2,27.0%,67.7%,45.6%,100.0%,100.0%,100.0%,45.6%,12.8,2022.0,2022-01-01
522,Dustin May,LAD,30.0,27.0%,66.7%,46.8%,46.9%,83.5%,73.0%,50.0%,22.5,2022.0,2022-01-01
523,Wade Miley,CHC,37.0,27.0%,62.8%,44.5%,59.0%,83.9%,76.2%,48.9%,15.5,2022.0,2022-01-01
524,Martin Perez,TEX,196.1,27.0%,62.1%,44.3%,67.9%,86.6%,80.8%,49.2%,24.7,2022.0,2022-01-01
525,Robert Suarez,SDP,47.2,27.0%,67.4%,48.3%,69.6%,77.2%,75.2%,52.8%,23.6,2022.0,2022-01-01
526,Kaleb Ort,BOS,28.1,27.0%,69.8%,48.2%,59.7%,80.9%,74.9%,49.5%,22.5,2022.0,2022-01-01
527,Jason Foley,DET,60.1,26.9%,67.9%,50.4%,63.1%,90.3%,84.1%,57.1%,24.3,2022.0,2022-01-01
528,Kyle Freeland,COL,174.2,26.9%,67.7%,47.5%,58.8%,88.9%,80.5%,50.4%,23.8,2022.0,2022-01-01
529,Chase De Jong,PIT,71.2,26.9%,64.4%,44.6%,53.3%,86.6%,76.0%,47.2%,24.9,2022.0,2022-01-01
530,Freddy Peralta,MIL,78.0,26.9%,62.8%,43.9%,59.4%,78.6%,72.4%,47.3%,22.2,2022.0,2022-01-01
531,Brock Burke,TEX,82.1,26.9%,65.2%,46.4%,63.6%,81.0%,76.0%,50.8%,23.2,2022.0,2022-01-01
532,Stephen Nogosek,NYM,22.0,26.9%,71.3%,50.7%,66.0%,86.8%,81.7%,53.6%,23.8,2022.0,2022-01-01
533,Taylor Hearn,TEX,100.0,26.9%,67.1%,48.0%,61.4%,85.9%,79.3%,52.5%,23.3,2022.0,2022-01-01
534,Wyatt Mills,- - -,29.1,26.8%,65.1%,47.5%,59.7%,79.7%,74.5%,54.1%,24.1,2022.0,2022-01-01
535,Sonny Gray,MIN,119.2,26.8%,59.7%,43.2%,59.9%,86.8%,78.4%,49.7%,23.4,2022.0,2022-01-01
536,Mike Minor,CIN,98.0,26.8%,64.8%,45.9%,63.5%,89.5%,82.0%,50.3%,21.5,2022.0,2022-01-01
537,Mitch Keller,PIT,159.0,26.7%,63.6%,45.6%,62.1%,88.2%,80.7%,51.1%,21.0,2022.0,2022-01-01
538,Louis Head,- - -,28.2,26.7%,69.4%,46.9%,58.4%,87.7%,78.9%,47.3%,24.9,2022.0,2022-01-01
539,Phil Bickford,LAD,61.0,26.7%,67.6%,50.4%,61.6%,81.7%,77.2%,57.8%,24.9,2022.0,2022-01-01
540,Joey Krehbiel,BAL,57.2,26.7%,67.0%,45.9%,69.3%,83.6%,79.2%,47.5%,24.1,2022.0,2022-01-01
541,Jorge Lopez,- - -,71.0,26.7%,62.7%,46.8%,48.9%,86.0%,76.6%,55.8%,25.6,2022.0,2022-01-01
542,Tyler Matzek,ATL,43.2,26.7%,73.5%,48.3%,58.3%,84.4%,76.7%,46.2%,26.1,2022.0,2022-01-01
543,Craig Stammen,SDP,40.2,26.7%,64.5%,45.1%,51.0%,85.9%,75.3%,48.6%,26.9,2022.0,2022-01-01
544,Bryce Montes de Oca,NYM,3.1,26.7%,74.4%,48.8%,58.3%,82.8%,75.6%,46.4%,22.2,2022.0,2022-01-01
545,Ken Waldichuk,OAK,34.2,26.7%,73.4%,50.7%,59.2%,83.7%,77.4%,51.4%,24.7,2022.0,2022-01-01
546,Madison Bumgarner,ARI,158.2,26.6%,67.2%,48.1%,71.8%,88.1%,83.8%,52.9%,22.6,2022.0,2022-01-01
547,Miguel Castro,NYY,29.0,26.5%,57.8%,42.1%,55.1%,76.4%,69.6%,49.6%,22.1,2022.0,2022-01-01
548,Kirby Snead,OAK,44.2,26.5%,59.1%,43.3%,66.0%,87.4%,81.1%,51.7%,22.4,2022.0,2022-01-01
549,JP Sears,- - -,70.0,26.5%,62.5%,45.9%,62.1%,90.1%,82.6%,53.8%,26.2,2022.0,2022-01-01
550,Hunter Brown,HOU,20.1,26.5%,63.3%,45.3%,52.5%,88.0%,77.9%,51.1%,23.7,2022.0,2022-01-01
551,T.J. McFarland,STL,32.2,26.5%,68.3%,46.2%,70.6%,92.4%,85.8%,47.2%,22.4,2022.0,2022-01-01
552,Jose Ruiz,CHW,60.2,26.4%,69.3%,44.8%,47.9%,86.1%,73.1%,42.7%,23.7,2022.0,2022-01-01
553,Kyle Bradish,BAL,117.2,26.4%,65.7%,45.4%,56.6%,87.7%,78.3%,48.3%,24.0,2022.0,2022-01-01
554,Michael Fulmer,- - -,63.2,26.4%,66.0%,45.7%,50.4%,82.7%,73.2%,48.8%,22.8,2022.0,2022-01-01
555,Andrew Nardi,MIA,14.2,26.4%,70.4%,49.5%,48.9%,81.2%,73.0%,52.4%,24.4,2022.0,2022-01-01
556,Reyes Moronta,- - -,37.2,26.4%,66.2%,44.8%,54.9%,83.2%,74.2%,46.2%,23.6,2022.0,2022-01-01
557,Alex Faedo,DET,53.2,26.3%,66.1%,46.1%,56.3%,87.4%,78.5%,49.7%,21.2,2022.0,2022-01-01
558,Matt Koch,SEA,4.1,26.3%,73.5%,48.6%,60.0%,84.0%,77.1%,47.2%,19.8,2022.0,2022-01-01
559,Kyle Tyler,SDP,4.0,26.3%,61.9%,45.0%,60.0%,84.6%,77.8%,52.5%,18.4,2022.0,2022-01-01
560,William Woods,ATL,2.0,26.3%,58.3%,38.7%,80.0%,71.4%,75.0%,38.7%,18.4,2022.0,2022-01-01
561,Ranger Suarez,PHI,155.1,26.3%,65.5%,45.3%,59.4%,89.4%,80.5%,48.6%,21.6,2022.0,2022-01-01
562,Jacob Barnes,- - -,22.1,26.3%,70.3%,48.5%,57.4%,90.6%,81.7%,50.4%,26.0,2022.0,2022-01-01
563,Phillip Diehl,CIN,5.2,26.2%,67.8%,46.7%,56.3%,87.5%,78.6%,49.2%,23.3,2022.0,2022-01-01
564,Caleb Smith,ARI,70.0,26.2%,69.2%,48.6%,54.2%,80.0%,73.3%,52.1%,22.4,2022.0,2022-01-01
565,Eduardo Rodriguez,DET,91.0,26.2%,66.6%,46.9%,70.1%,89.4%,84.2%,51.3%,20.7,2022.0,2022-01-01
566,Jake Woodford,STL,48.1,26.2%,70.4%,49.8%,70.6%,87.4%,83.3%,53.4%,23.2,2022.0,2022-01-01
567,Bryse Wilson,PIT,115.2,26.1%,67.5%,47.7%,64.9%,90.5%,83.8%,52.2%,21.8,2022.0,2022-01-01
568,Tylor Megill,NYM,47.1,26.1%,69.5%,49.1%,53.6%,83.8%,76.3%,53.0%,25.3,2022.0,2022-01-01
569,Carlos Hernandez,KCR,56.0,26.1%,69.9%,47.2%,58.6%,84.8%,77.3%,48.2%,22.8,2022.0,2022-01-01
570,Brady Singer,KCR,153.1,26.1%,58.3%,44.2%,54.6%,87.3%,78.9%,56.3%,19.6,2022.0,2022-01-01
571,Tucker Davidson,- - -,52.0,26.1%,63.6%,44.8%,52.1%,89.7%,78.7%,50.0%,21.9,2022.0,2022-01-01
572,Aneurys Zabala,MIA,2.2,26.1%,65.0%,44.2%,66.7%,76.9%,73.7%,46.5%,23.2,2022.0,2022-01-01
573,Easton McGee,TBR,3.0,26.1%,73.9%,50.0%,83.3%,94.1%,91.3%,50.0%,26.3,2022.0,2022-01-01
574,Matt Wisler,TBR,44.0,26.1%,69.2%,47.5%,57.1%,84.5%,77.0%,49.8%,24.6,2022.0,2022-01-01
575,Dauri Moreta,CIN,38.1,26.1%,62.4%,44.2%,55.0%,83.2%,74.9%,49.9%,24.4,2022.0,2022-01-01
576,James Kaprielian,OAK,134.0,26.0%,67.7%,47.6%,64.6%,85.4%,79.9%,51.8%,24.1,2022.0,2022-01-01
577,Paul Blackburn,OAK,111.1,26.0%,63.5%,44.3%,57.3%,87.2%,78.2%,48.9%,25.2,2022.0,2022-01-01
578,Austin Davis,- - -,56.0,26.0%,65.6%,45.7%,56.2%,83.8%,75.9%,49.7%,21.5,2022.0,2022-01-01
579,Evan Phillips,LAD,63.0,26.0%,61.7%,44.9%,47.8%,81.4%,72.2%,52.9%,25.0,2022.0,2022-01-01
580,Humberto Castellanos,ARI,44.1,25.9%,64.2%,46.7%,71.9%,86.9%,83.1%,54.1%,22.7,2022.0,2022-01-01
581,Anthony Gose,CLE,21.0,25.9%,66.7%,44.5%,41.8%,78.0%,66.5%,45.5%,24.9,2022.0,2022-01-01
582,R.J. Alvarez,NYM,2.1,25.9%,58.3%,41.2%,42.9%,85.7%,71.4%,47.1%,25.1,2022.0,2022-01-01
583,Kyle Dowdy,CIN,6.1,25.9%,68.3%,44.2%,78.6%,96.4%,90.5%,43.2%,22.8,2022.0,2022-01-01
584,Hunter Strickland,CIN,62.1,25.9%,68.2%,47.0%,50.4%,86.1%,76.2%,49.7%,28.5,2022.0,2022-01-01
585,Adam Wainwright,STL,191.2,25.9%,59.4%,43.4%,67.7%,91.2%,84.5%,52.3%,22.4,2022.0,2022-01-01
586,Matt Foster,CHW,45.0,25.9%,71.6%,49.7%,66.3%,85.0%,80.4%,52.2%,28.0,2022.0,2022-01-01
587,Justin Steele,CHC,119.0,25.9%,66.7%,47.2%,54.4%,87.0%,78.5%,52.4%,21.8,2022.0,2022-01-01
588,Paolo Espino,WSN,113.1,25.9%,62.9%,44.9%,59.1%,87.8%,79.8%,51.5%,22.1,2022.0,2022-01-01
589,Nick Nelson,PHI,68.2,25.8%,69.2%,46.6%,58.6%,80.2%,74.0%,47.9%,24.5,2022.0,2022-01-01
590,Archie Bradley,LAA,18.2,25.8%,64.3%,45.2%,69.2%,85.9%,81.2%,50.5%,23.5,2022.0,2022-01-01
591,Thomas Szapucki,- - -,15.0,25.8%,65.0%,44.7%,64.1%,83.5%,77.7%,48.1%,22.5,2022.0,2022-01-01
592,John Means,BAL,8.0,25.8%,78.1%,54.1%,68.8%,82.5%,79.5%,54.1%,21.7,2022.0,2022-01-01
593,Kervin Castro,- - -,12.1,25.8%,64.3%,44.4%,59.4%,86.5%,78.3%,48.1%,20.2,2022.0,2022-01-01
594,Damon Jones,PHI,4.2,25.8%,58.1%,39.0%,37.5%,88.0%,68.3%,41.0%,22.4,2022.0,2022-01-01
595,Zach Logue,OAK,57.0,25.8%,69.0%,48.1%,64.6%,87.9%,81.9%,51.8%,21.7,2022.0,2022-01-01
596,Bryan Hoeing,MIA,12.2,25.7%,63.0%,43.4%,72.2%,96.3%,88.8%,47.6%,20.5,2022.0,2022-01-01
597,James Karinchak,CLE,39.0,25.7%,54.3%,38.5%,46.0%,79.5%,67.2%,44.7%,27.7,2022.0,2022-01-01
598,Garrett Hill,DET,60.1,25.7%,65.6%,45.9%,64.3%,89.1%,82.3%,50.7%,22.5,2022.0,2022-01-01
599,Janson Junk,LAA,8.1,25.7%,63.5%,45.9%,68.4%,90.7%,84.9%,53.5%,23.1,2022.0,2022-01-01
600,Mark Melancon,ARI,56.0,25.7%,67.5%,47.6%,58.3%,86.9%,79.6%,52.5%,27.6,2022.0,2022-01-01
601,Jason Alexander,MIL,71.2,25.6%,60.5%,42.9%,68.7%,89.9%,83.5%,49.6%,21.4,2022.0,2022-01-01
602,Angel De Jesus,DET,12.2,25.6%,61.9%,46.7%,76.2%,85.7%,83.5%,57.9%,23.9,2022.0,2022-01-01
603,Steve Cishek,WSN,66.1,25.6%,58.6%,42.4%,53.4%,85.1%,75.7%,50.8%,21.3,2022.0,2022-01-01
604,Tyler Gilbert,ARI,34.1,25.6%,66.8%,48.2%,69.2%,87.0%,82.7%,55.0%,20.0,2022.0,2022-01-01
605,Matthew Liberatore,STL,34.2,25.6%,63.9%,43.8%,70.1%,85.9%,81.1%,47.7%,21.3,2022.0,2022-01-01
606,Diego Castillo,SEA,54.1,25.5%,69.1%,48.5%,44.6%,85.0%,74.9%,52.8%,25.0,2022.0,2022-01-01
607,Daniel Hudson,LAD,24.1,25.5%,77.2%,51.2%,38.5%,77.6%,67.8%,49.8%,27.2,2022.0,2022-01-01
608,Sam Coonrod,PHI,12.2,25.5%,69.4%,50.4%,76.9%,83.9%,82.4%,56.8%,23.5,2022.0,2022-01-01
609,Jeff Hoffman,CIN,44.2,25.4%,66.7%,44.7%,61.7%,83.0%,76.5%,46.7%,25.4,2022.0,2022-01-01
